skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Unity,Advanced,What are Unity's Navigation Mesh and NavMesh Agents for AI pathfinding?,Navigation,AI,NavMesh is a baked data structure representing walkable areas. NavMesh Agents use it for pathfinding with features: avoidance, off-mesh links, area costs. Advanced: dynamic obstacles, local avoidance (RVO), and custom pathfinding modifications.,https://docs.unity3d.com/Manual/nav-NavigationSystem.html,https://youtube.com/results?search_query=unity+navmesh,https://youtube.com/results?search_query=unity+navmesh+hindi,https://youtube.com/results?search_query=unity+navmesh+kannada,https://youtube.com/results?search_query=unity+navmesh+tamil,https://youtube.com/results?search_query=unity+navmesh+telugu
Unity,Advanced,Explain Unity's Physics and Physics2D systems, including differences and performance considerations.,Physics,Simulation,Physics (3D) uses NVIDIA PhysX, Physics2D uses Box2D. 3D has more features (articulations," cloth), 2D is simpler and faster. Performance: use fixed timestep appropriately, layer collision matrices, simplify colliders", and consider ECS physics for high entity counts.,https://docs.unity3d.com/Manual/PhysicsSection.html,https://youtube.com/results?search_query=unity+physics+system,https://youtube.com/results?search_query=unity+physics+hindi,https://youtube.com/results?search_query=unity+physics+kannada,https://youtube.com/results?search_query=unity+physics+tamil,https://youtube.com/results?search_query=unity+physics+telugu
Unity,Advanced,What is Unity's Profiler and what are the key performance metrics to analyze?,Profiler,Optimization,The Profiler measures performance across CPU, GPU, memory," audio, etc. Key metrics: CPU main thread time, render thread time, GC allocations, draw calls, setpass calls, memory usage (managed vs native)", and GPU timings for bottleneck identification.,https://docs.unity3d.com/Manual/Profiler.html,https://youtube.com/results?search_query=unity+profiler,https://youtube.com/results?search_query=unity+profiler+hindi,https://youtube.com/results?search_query=unity+profiler+kannada,https://youtube.com/results?search_query=unity+profiler+tamil,https://youtube.com/results?search_query=unity+profiler+telugu
Unity,Advanced,Explain Unity's Memory Management: GC, object pooling, and avoiding allocation in Update.,Memory,Optimization,Unity uses Boehm GC for managed memory. Best practices: 1) Object pooling for frequently instantiated objects," 2) Avoid allocations in Update (no new List/Array), 3) Use structs instead of classes where possible", 4) Implement IDisposable for unmanaged resources.,https://docs.unity3d.com/Manual/performance-garbage-collection-best-practices.html,https://youtube.com/results?search_query=unity+memory+management,https://youtube.com/results?search_query=unity+memory+hindi,https://youtube.com/results?search_query=unity+memory+kannada,https://youtube.com/results?search_query=unity+memory+tamil,https://youtube.com/results?search_query=unity+memory+telugu
Unity,Advanced,What is Unity's Compute Shader and when would you use it for GPU computation?,Compute Shaders,GPU,Compute Shaders run on GPU for parallel computation outside rendering pipeline. Use for: particle systems, physics simulations, image processing, AI inference, and any data-parallel task. Integrates with ComputeBuffer to share data with CPU.,https://docs.unity3d.com/Manual/class-ComputeShader.html,https://youtube.com/results?search_query=unity+compute+shader,https://youtube.com/results?search_query=unity+compute+shader+hindi,https://youtube.com/results?search_query=unity+compute+shader+kannada,https://youtube.com/results?search_query=unity+compute+shader+tamil,https://youtube.com/results?search_query=unity+compute+shader+telugu
Unity,Advanced,Explain Unity's Custom Render Textures and their applications.,Rendering,Textures,Custom Render Textures are textures updated by shaders each frame. Applications: real-time simulations (fluid, fire), feedback effects (video feedback), procedural textures, and GPU-based state machines. Can be updated via Compute Shaders or Material.,https://docs.unity3d.com/Manual/class-CustomRenderTexture.html,https://youtube.com/results?search_query=unity+custom+render+texture,https://youtube.com/results?search_query=unity+render+texture+hindi,https://youtube.com/results?search_query=unity+render+texture+kannada,https://youtube.com/results?search_query=unity+render+texture+tamil,https://youtube.com/results?search_query=unity+render+texture+telugu
Unity,Advanced,What is Unity's Ray Tracing support in HDRP and what hardware/API requirements?,Ray Tracing,Rendering,Ray Tracing in HDRP provides realistic shadows, reflections, GI," and ambient occlusion. Requirements: DirectX 12 or Vulkan, Windows 10+, GPU with RT cores (NVIDIA RTX 2000+", AMD RX 6000+). Performance heavy; use hybrid rendering with denoising.,https://docs.unity3d.com/Packages/com.unity.render-pipelines.high-definition@14.0/manual/Ray-Tracing-Getting-Started.html,https://youtube.com/results?search_query=unity+ray+tracing,https://youtube.com/results?search_query=unity+ray+tracing+hindi,https://youtube.com/results?search_query=unity+ray+tracing+kannada,https://youtube.com/results?search_query=unity+ray+tracing+tamil,https://youtube.com/results?search_query=unity+ray+tracing+telugu
Unity,Advanced,What is Unity's AR Foundation and how does it abstract AR platforms (ARKit, ARCore)?,AR Foundation,AR,AR Foundation provides unified API for ARCore (Android) and ARKit (iOS). Features: plane detection, image tracking, face tracking, environment probes. Simplifies multi-platform AR development with single codebase.,https://docs.unity3d.com/Packages/com.unity.xr.arfoundation@5.1/manual/index.html,https://youtube.com/results?search_query=unity+ar+foundation,https://youtube.com/results?search_query=unity+ar+hindi,https://youtube.com/results?search_query=unity+ar+kannada,https://youtube.com/results?search_query=unity+ar+tamil,https://youtube.com/results?search_query=unity+ar+telugu
Unity,Advanced,Explain Unity's XR Interaction Toolkit for VR/AR development.,XR Interaction,VR/AR,XR Interaction Toolkit provides components for VR/AR interactions: locomotion, object grabbing, UI interaction," ray interactors. Supports Oculus, SteamVR", OpenXR. Abstracts hardware differences for consistent interaction patterns.,https://docs.unity3d.com/Packages/com.unity.xr.interaction.toolkit@2.5/manual/index.html,https://youtube.com/results?search_query=unity+xr+interaction+toolkit,https://youtube.com/results?search_query=unity+xr+hindi,https://youtube.com/results?search_query=unity+xr+kannada,https://youtube.com/results?search_query=unity+xr+tamil,https://youtube.com/results?search_query=unity+xr+telugu
Unity,Advanced,Explain Unity's Tilemap system for 2D level design.,Tilemap,2D,Tilemap system creates grid-based levels with tiles, brushes, and rules. Features: multiple tilemap layers," rule tiles (auto-tiling), animated tiles", custom brushes. Efficient rendering via chunking and supports large maps.,https://docs.unity3d.com/Manual/class-Tilemap.html,https://youtube.com/results?search_query=unity+tilemap,https://youtube.com/results?search_query=unity+tilemap+hindi,https://youtube.com/results?search_query=unity+tilemap+kannada,https://youtube.com/results?search_query=unity+tilemap+tamil,https://youtube.com/results?search_query=unity+tilemap+telugu
Unity,Advanced,Explain Unity's Networked multiplayer options: Netcode, Mirror, Photon.,Multiplayer,Networking,Unity Netcode (new): ECS-compatible," prediction, reconciliation. Mirror: open-source UNET successor. Photon: cloud-based, PUN2 for rapid development. Choose based on: scalability needs, ECS usage", server hosting preference.,https://docs-multiplayer.unity3d.com/,https://youtube.com/results?search_query=unity+multiplayer+netcode,https://youtube.com/results?search_query=unity+multiplayer+hindi,https://youtube.com/results?search_query=unity+multiplayer+kannada,https://youtube.com/results?search_query=unity+multiplayer+tamil,https://youtube.com/results?search_query=unity+multiplayer+telugu
Unity,Advanced,What is Unity's Gizmos and Handles API for visual debugging?,Gizmos,Debugging,Gizmos draw in Scene view for debugging (wireframes, icons). Handles provide interactive Scene view controls (position, rotation). Use for: custom editor tools, visual debugging, and in-scene editing of components.,https://docs.unity3d.com/ScriptReference/Gizmos.html,https://youtube.com/results?search_query=unity+gizmos,https://youtube.com/results?search_query=unity+gizmos+hindi,https://youtube.com/results?search_query=unity+gizmos+kannada,https://youtube.com/results?search_query=unity+gizmos+tamil,https://youtube.com/results?search_query=unity+gizmos+telugu
Unity,Advanced,What are Unity's Player Settings and Platform-specific overrides?,Build,Platforms,Player Settings configure build options (company, product name, icon). Platform overrides allow different settings per platform (resolution, splash screen, API compatibility). Essential for multi-platform development optimization.,https://docs.unity3d.com/Manual/PlayerSettings.html,https://youtube.com/results?search_query=unity+player+settings,https://youtube.com/results?search_query=unity+player+settings+hindi,https://youtube.com/results?search_query=unity+player+settings+kannada,https://youtube.com/results?search_query=unity+player+settings+tamil,https://youtube.com/results?search_query=unity+player+settings+telugu
Unity,Advanced,Explain Unity's Build Pipeline and creating custom build scripts.,Build Pipeline,DevOps,Build Pipeline compiles project for target platform. Custom build scripts via IPreprocessBuildWithReport, IPostprocessBuildWithReport interfaces. Use for: automated build steps, asset bundling, version numbering, and post-build processing.,https://docs.unity3d.com/ScriptReference/Build.IPreprocessBuildWithReport.html,https://youtube.com/results?search_query=unity+build+pipeline,https://youtube.com/results?search_query=unity+build+hindi,https://youtube.com/results?search_query=unity+build+kannada,https://youtube.com/results?search_query=unity+build+tamil,https://youtube.com/results?search_query=unity+build+telugu
Unity,Advanced,Explain Unity's Custom Attributes for Inspector customization.,Attributes,Inspector,Custom attributes modify Inspector display: [Range], [Header], [Space]," [Tooltip]. Custom attributes can be created via PropertyDrawer. Use for: improving workflow, validating input", and organizing component interfaces.,https://docs.unity3d.com/ScriptReference/PropertyAttribute.html,https://youtube.com/results?search_query=unity+custom+attributes,https://youtube.com/results?search_query=unity+attributes+hindi,https://youtube.com/results?search_query=unity+attributes+kannada,https://youtube.com/results?search_query=unity+attributes+tamil,https://youtube.com/results?search_query=unity+attributes+telugu
Unity,Advanced,Explain Unity's Matrix4x4 for transformations and custom shader matrices.,Matrix,Mathematics,Matrix4x4 represents 3D transformations (translation, rotation, scale). Used in: custom rendering, shader properties, and manual object transformations. Composed via Matrix4x4.TRS. Essential for advanced graphics programming.,https://docs.unity3d.com/ScriptReference/Matrix4x4.html,https://youtube.com/results?search_query=unity+matrix4x4,https://youtube.com/results?search_query=unity+matrix+hindi,https://youtube.com/results?search_query=unity+matrix+kannada,https://youtube.com/results?search_query=unity+matrix+tamil,https://youtube.com/results?search_query=unity+matrix+telugu
Unity,Advanced,What are Unity's RenderTexture, RenderTargetIdentifier for advanced rendering?,RenderTexture,Rendering,RenderTexture is render-to-texture target. RenderTargetIdentifier abstracts render targets (texture, camera). Use for: multi-pass rendering, post-processing effects, and custom render pipelines.,https://docs.unity3d.com/ScriptReference/RenderTexture.html,https://youtube.com/results?search_query=unity+rendertexture,https://youtube.com/results?search_query=unity+rendertexture+hindi,https://youtube.com/results?search_query=unity+rendertexture+kannada,https://youtube.com/results?search_query=unity+rendertexture+tamil,https://youtube.com/results?search_query=unity+rendertexture+telugu
Unity,Advanced,Explain Unity's ShaderLab and writing custom shaders from scratch.,ShaderLab,Shaders,ShaderLab is Unity's shader language that wraps HLSL. Structure: Properties, SubShader, Pass. Writing custom shaders allows: specialized lighting models, custom vertex transformations, and optimized platform-specific code.,https://docs.unity3d.com/Manual/ShaderTut1.html,https://youtube.com/results?search_query=unity+shaderlab,https://youtube.com/results?search_query=unity+shaderlab+hindi,https://youtube.com/results?search_query=unity+shaderlab+kannada,https://youtube.com/results?search_query=unity+shaderlab+tamil,https://youtube.com/results?search_query=unity+shaderlab+telugu
Unity,Advanced,Explain Unity's Adaptive Performance for mobile optimization.,Adaptive Performance,Mobile,Adaptive Performance adjusts quality based on device thermal state and performance. Features: dynamic resolution scaling, LOD bias adjustment, and GPU/CPU level control. SDKs for Samsung, Android, and iOS.,https://docs.unity3d.com/Packages/com.unity.adaptiveperformance@4.0/manual/index.html,https://youtube.com/results?search_query=unity+adaptive+performance,https://youtube.com/results?search_query=unity+adaptive+hindi,https://youtube.com/results?search_query=unity+adaptive+kannada,https://youtube.com/results?search_query=unity+adaptive+tamil,https://youtube.com/results?search_query=unity+adaptive+telugu
Unity,Advanced,What is Unity's Animated Tile for sprite animation in Tilemap?,Animated Tile,2D,Animated Tile cycles through sprites in tilemap. Configurable speed, start time, and animation type. Use for: animated water, flickering lights, and other tile-based animations without GameObjects.,https://docs.unity3d.com/Packages/com.unity.2d.tilemap.extras@3.0/manual/AnimatedTile.html,https://youtube.com/results?search_query=unity+animated+tile,https://youtube.com/results?search_query=unity+animated+tile+hindi,https://youtube.com/results?search_query=unity+animated+tile+kannada,https://youtube.com/results?search_query=unity+animated+tile+tamil,https://youtube.com/results?search_query=unity+animated+tile+telugu
Unity,Advanced,Explain Unity's VideoPlayer for cutscenes and in-game video.,VideoPlayer,Video,VideoPlayer component plays video files. Supports: streaming from URL, embedded files, render texture output. Use for: cutscenes, tutorials, and background videos. Integrates with AudioSource for synchronized audio.,https://docs.unity3d.com/Manual/class-VideoPlayer.html,https://youtube.com/results?search_query=unity+videoplayer,https://youtube.com/results?search_query=unity+videoplayer+hindi,https://youtube.com/results?search_query=unity+videoplayer+kannada,https://youtube.com/results?search_query=unity+videoplayer+tamil,https://youtube.com/results?search_query=unity+videoplayer+telugu
Unity,Advanced,Explain Unity's Line Renderer and Trail Renderer for drawing lines.,Line Renderer,Rendering,Line Renderer draws lines between points. Trail Renderer leaves trail behind moving object. Features: width curve, color gradient, texture tiling. Use for: lasers," paths, drawing tools", and motion trails.,https://docs.unity3d.com/Manual/class-LineRenderer.html,https://youtube.com/results?search_query=unity+line+renderer,https://youtube.com/results?search_query=unity+line+renderer+hindi,https://youtube.com/results?search_query=unity+line+renderer+kannada,https://youtube.com/results?search_query=unity+line+renderer+tamil,https://youtube.com/results?search_query=unity+line+renderer+telugu
Unity,Advanced,What is Unity's HDRP Lit Shader and its material workflow?,HDRP Lit Shader,Rendering,HDRP Lit Shader is the standard physically-based shader in HDRP. Features: multiple material types (metallic, specular, subsurface scattering), exposure to lighting, and extensive parameter control. Material workflow uses Mask Maps and Detail Maps.,https://docs.unity3d.com/Packages/com.unity.render-pipelines.high-definition@14.0/manual/Lit-Shader.html,https://youtube.com/results?search_query=unity+hdrp+lit+shader,https://youtube.com/results?search_query=unity+hdrp+shader+hindi,https://youtube.com/results?search_query=unity+hdrp+shader+kannada,https://youtube.com/results?search_query=unity+hdrp+shader+tamil,https://youtube.com/results?search_query=unity+hdrp+shader+telugu
Unity,Advanced,What are Unity's Visual Scripting (Bolt) and when to use it vs C#?,Visual Scripting,Programming,Visual Scripting (Bolt) provides node-based scripting. Use for: designers, rapid prototyping, and simple logic. C# better for: complex systems," performance-critical code, and large codebases. Many teams use both: visual for gameplay", C# for systems.,https://docs.unity3d.com/Packages/com.unity.visualscripting@1.8/manual/index.html,https://youtube.com/results?search_query=unity+visual+scripting,https://youtube.com/results?search_query=unity+visual+scripting+hindi,https://youtube.com/results?search_query=unity+visual+scripting+kannada,https://youtube.com/results?search_query=unity+visual+scripting+tamil,https://youtube.com/results?search_query=unity+visual+scripting+telugu
Unity,Advanced,Explain Unity's Unity Test Framework for integration testing.,Test Framework,Testing,Unity Test Framework supports PlayMode and EditMode tests. Features: coroutine tests, scene-based testing, and setup/teardown methods. Use for: integration testing game systems, regression testing, and automated QA.,https://docs.unity3d.com/Packages/com.unity.test-framework@1.1/manual/index.html,https://youtube.com/results?search_query=unity+test+framework,https://youtube.com/results?search_query=unity+test+framework+hindi,https://youtube.com/results?search_query=unity+test+framework+kannada,https://youtube.com/results?search_query=unity+test+framework+tamil,https://youtube.com/results?search_query=unity+test+framework+telugu
Unity,Advanced,What are Unity's Unity Services and dashboard for live operations?,Live Ops,Services,Unity Services include Analytics, Ads, Cloud Build," Multiplayer, etc. Dashboard monitors live games: DAU, revenue, crashes. Use for: live game management, A/B testing", and player retention analysis.,https://docs.unity3d.com/Manual/UnityServices.html,https://youtube.com/results?search_query=unity+services,https://youtube.com/results?search_query=unity+services+hindi,https://youtube.com/results?search_query=unity+services+kannada,https://youtube.com/results?search_query=unity+services+tamil,https://youtube.com/results?search_query=unity+services+telugu
Unity,Advanced,What is Unity's Unity Analytics and event tracking for player behavior?,Analytics,Data,Unity Analytics tracks player events: custom events, funnels, retention. Features: remote config," A/B testing, and cohort analysis. Use for: understanding player behavior, balancing games", and improving monetization.,https://docs.unity3d.com/Manual/UnityAnalytics.html,https://youtube.com/results?search_query=unity+analytics,https://youtube.com/results?search_query=unity+analytics+hindi,https://youtube.com/results?search_query=unity+analytics+kannada,https://youtube.com/results?search_query=unity+analytics+tamil,https://youtube.com/results?search_query=unity+analytics+telugu
Unity,Advanced,Explain Unity's Remote Config for live game tuning.,Remote Config,Live Ops,Remote Config allows changing game parameters without updates. Use for: balancing, feature flags, live events, and localization. Values fetched at runtime, cached for offline play.,https://docs.unity3d.com/Packages/com.unity.remote-config@3.1/manual/index.html,https://youtube.com/results?search_query=unity+remote+config,https://youtube.com/results?search_query=unity+remote+config+hindi,https://youtube.com/results?search_query=unity+remote+config+kannada,https://youtube.com/results?search_query=unity+remote+config+tamil,https://youtube.com/results?search_query=unity+remote+config+telugu
Unity,Advanced,What are Unity's In-App Purchasing (IAP) and validation security?,IAP,Monetization,Unity IAP provides cross-platform in-app purchases. Features: receipt validation (local and server), subscription management, and promo codes. Security: validate receipts on server, use Unity's validation service, and implement anti-tampering.,https://docs.unity3d.com/Manual/UnityIAP.html,https://youtube.com/results?search_query=unity+in+app+purchases,https://youtube.com/results?search_query=unity+iap+hindi,https://youtube.com/results?search_query=unity+iap+kannada,https://youtube.com/results?search_query=unity+iap+tamil,https://youtube.com/results?search_query=unity+iap+telugu
Unity,Advanced,Explain Unity's Unity DevOps and CI/CD best practices.,DevOps,CI/CD,Unity DevOps: version control (Git/Plastic), automated builds (Cloud Build/Jenkins), testing automation," and deployment pipelines. Best practices: asset preprocessing, incremental builds, platform-specific optimizations", and automated testing.,https://docs.unity3d.com/Manual/DevOps.html,https://youtube.com/results?search_query=unity+devops,https://youtube.com/results?search_query=unity+devops+hindi,https://youtube.com/results?search_query=unity+devops+kannada,https://youtube.com/results?search_query=unity+devops+tamil,https://youtube.com/results?search_query=unity+devops+telugu
Unity,Advanced,What is Unity's Build Report Tool for analyzing build size?,Build Report,Optimization,Build Report Tool analyzes what contributes to build size: assets, scripts, streaming assets. Use for: optimizing build size, identifying unused assets, and managing asset bundles. Available via Package Manager or third-party.,https://docs.unity3d.com/Manual/ReducingFilesize.html,https://youtube.com/results?search_query=unity+build+report,https://youtube.com/results?search_query=unity+build+report+hindi,https://youtube.com/results?search_query=unity+build+report+kannada,https://youtube.com/results?search_query=unity+build+report+tamil,https://youtube.com/results?search_query=unity+build+report+telugu
Unity,Advanced,What are Unity's Platform-dependent compilation and #if directives?,Platform Compilation,Cross-platform,Platform-dependent compilation uses #if UNITY_EDITOR, #if UNITY_IOS, etc.," to include code for specific platforms. Use for: platform-specific APIs, performance optimizations", and handling platform differences.,https://docs.unity3d.com/Manual/PlatformDependentCompilation.html,https://youtube.com/results?search_query=unity+platform+compilation,https://youtube.com/results?search_query=unity+platform+compilation+hindi,https://youtube.com/results?search_query=unity+platform+compilation+kannada,https://youtube.com/results?search_query=unity+platform+compilation+tamil,https://youtube.com/results?search_query=unity+platform+compilation+telugu
Unity,Advanced,What are Unity's Collections library (Unity.Collections) for unmanaged memory?,Collections,Memory,Unity.Collections provides unmanaged collection types (NativeArray, NativeList) for use with Jobs and Burst. Features: allocators (Temp, Persistent), safety system, and parallel writer. Enables zero-GC data structures.,https://docs.unity3d.com/Packages/com.unity.collections@1.2/manual/index.html,https://youtube.com/results?search_query=unity+collections+library,https://youtube.com/results?search_query=unity+collections+hindi,https://youtube.com/results?search_query=unity+collections+kannada,https://youtube.com/results?search_query=unity+collections+tamil,https://youtube.com/results?search_query=unity+collections+telugu
Unity,Advanced,What is Unity's Entity Debugger for ECS visualization?,Entity Debugger,ECS,Entity Debugger visualizes ECS data: entities, components, systems. Features: entity query, component inspection, and system profiling. Essential for debugging DOTS applications and understanding entity composition.,https://docs.unity3d.com/Packages/com.unity.entities@1.0/manual/entity-debugger.html,https://youtube.com/results?search_query=unity+entity+debugger,https://youtube.com/results?search_query=unity+entity+debugger+hindi,https://youtube.com/results?search_query=unity+entity+debugger+kannada,https://youtube.com/results?search_query=unity+entity+debugger+tamil,https://youtube.com/results?search_query=unity+entity+debugger+telugu
Unity,Advanced,Explain Unity's future direction: Unity 6, Runtime Fee changes, and Open Source initiatives.,Future,Roadmap,Unity 6 focuses on: AI tools (Muse," Sentis), WebGPU support", improved DOTS. Runtime Fee policy evolved after community feedback. Open Source: some packages (UI Toolkit) going open source. Focus on developer experience and performance.,https://blog.unity.com/news/welcome-to-unity-6,https://youtube.com/results?search_query=unity+6+future,https://youtube.com/results?search_query=unity+future+hindi,https://youtube.com/results?search_query=unity+future+kannada,https://youtube.com/results?search_query=unity+future+tamil,https://youtube.com/results?search_query=unity+future+telugu
