skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Angular,Basic,"How do you define a route in Angular?","By creating a component","By configuring a RouterModule with an array of route objects","By using the @Route decorator","By adding a <router-outlet> tag",B,"Routes are defined in a constant array where each route maps a path to a component, then imported via RouterModule.forRoot() or forChild().",https://angular.io/guide/router,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the <router-outlet> directive?","To display a loading spinner","To define a navigation menu","To indicate where routed components should be rendered","To handle route parameters",C,"<router-outlet> acts as a placeholder where the router renders the component for the current route.",https://angular.io/api/router/RouterOutlet,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which Angular CLI command generates a new component?","ng generate component <name>","ng create component <name>","ng add component <name>","ng new component <name>",A,"ng generate component (or ng g c) is the CLI command to create a new component with its files.",https://angular.io/cli/generate#component,https://youtube.com/results?search_query=angular+cli,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is a lifecycle hook in Angular?","A way to bind data to a template","A method that allows you to tap into key events in a component's life, like initialization and destruction","A service for handling HTTP requests","A directive for conditional rendering",B,"Lifecycle hooks are interfaces that let you respond to events such as component creation, change detection, and destruction.",https://angular.io/guide/lifecycle-hooks,https://youtube.com/results?search_query=angular+lifecycle+hooks,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which lifecycle hook is called after the component's view has been fully initialized?","ngOnInit","ngAfterViewInit","ngOnChanges","ngOnDestroy",B,"ngAfterViewInit is called once after Angular has fully initialized the component's view and child views.",https://angular.io/api/core/AfterViewInit,https://youtube.com/results?search_query=angular+lifecycle+hooks,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is a pipe in Angular?","A way to handle errors","A method to transform data for display in templates","A service for routing","A directive for adding CSS classes",B,"Pipes take in data and transform it to a desired format, like dates, currency, or uppercase strings.",https://angular.io/guide/pipes,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you use the built-in uppercase pipe in a template?","{{ value | uppercase }}","{{ value uppercase }}","{{ uppercase(value) }}","{{ value.uppercase() }}",A,"The pipe operator '|' applies a pipe, like uppercase, to the value on its left.",https://angular.io/api/common/UpperCasePipe,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which module should be imported to use ngModel for two-way binding?","FormsModule","ReactiveFormsModule","HttpClientModule","RouterModule",A,"FormsModule provides ngModel and other template-driven form directives.",https://angular.io/api/forms/FormsModule,https://youtube.com/results?search_query=angular+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the difference between template-driven and reactive forms?","Template-driven forms are synchronous; reactive forms are asynchronous","Template-driven forms are simpler but less scalable; reactive forms offer more control and testability","Template-driven forms are only for simple inputs; reactive forms are only for complex forms","There is no difference",B,"Template-driven forms rely on directives in the template and are easier for simple cases; reactive forms are model-driven, more robust, and easier to test.",https://angular.io/guide/forms-overview,https://youtube.com/results?search_query=angular+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which service is used to make HTTP requests in Angular?","HttpService","HttpClient","HttpModule","RequestService",B,"HttpClient from @angular/common/http is used for making HTTP requests.",https://angular.io/guide/http,https://youtube.com/results?search_query=angular+http+client,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you navigate to a different route programmatically in Angular?","Using the Router service's navigate method","By setting window.location.href","Using the Location service's go method","By calling routerLink directly",A,"Inject Router and call router.navigate(['/path']) or router.navigateByUrl('/path') to change routes.",https://angular.io/api/router/Router#navigate,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the async pipe?","To make asynchronous HTTP requests","To unsubscribe from Observables automatically in templates","To create promises","To handle errors",B,"The async pipe subscribes to an Observable or Promise and returns the latest value; it also handles unsubscription.",https://angular.io/api/common/AsyncPipe,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is a structural directive?","Directives that change the DOM layout by adding or removing elements","Directives that change the appearance of an element","Directives that handle events","Directives that format data",A,"Structural directives like *ngIf and *ngFor alter the structure of the DOM.",https://angular.io/guide/structural-directives,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is an attribute directive?","Directives that add or remove elements","Directives that change the behavior or appearance of an element","Directives that handle routing","Directives that define components",B,"Attribute directives like ngClass and ngStyle change the appearance or behavior of an existing element.",https://angular.io/guide/attribute-directives,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you create a custom pipe in Angular?","By extending the Pipe class and using @Pipe decorator","By creating a service with @Injectable","By using @Component and a template","By implementing the PipeTransform interface and using @Pipe decorator",D,"A custom pipe must implement the PipeTransform interface and be decorated with @Pipe.",https://angular.io/guide/pipes-custom,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the root module of an Angular application typically called?","AppComponent","MainModule","AppModule","RootModule",C,"By convention, the root module is named AppModule and is defined in app.module.ts.",https://angular.io/guide/bootstrapping,https://youtube.com/results?search_query=angular+modules,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the bootstrap array in @NgModule?","To import required modules","To list components that should be compiled when the module is loaded","To specify the root component that Angular creates and inserts into the index.html","To provide services at the root level",C,"The bootstrap array tells Angular which component(s) to bootstrap as the root of the application.",https://angular.io/api/core/NgModule#bootstrap,https://youtube.com/results?search_query=angular+modules,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you pass data from a parent component to a child component?","Using @Output and EventEmitter","Using @Input decorator","Using a service","Using router parameters",B,"The @Input decorator allows a parent component to bind data to properties in a child component.",https://angular.io/guide/inputs-outputs,https://youtube.com/results?search_query=angular+component+communication,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you emit an event from a child component to a parent component?","Using @Input decorator","Using @Output decorator and EventEmitter","Using a shared service","Using ViewChild",B,"@Output decorates an EventEmitter property; the child emits events, and the parent listens using event binding.",https://angular.io/guide/inputs-outputs,https://youtube.com/results?search_query=angular+component+communication,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What command creates a new Angular application?","ng new <app-name>","ng create <app-name>","ng init <app-name>","ng start <app-name>",A,"ng new is the CLI command to scaffold a new Angular workspace and initial application.",https://angular.io/cli/new,https://youtube.com/results?search_query=angular+cli,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'providers' array in a module?","To declare components","To import other modules","To make services available for dependency injection","To export directives",C,"The providers array registers services with the root injector, making them available throughout the app.",https://angular.io/guide/providers,https://youtube.com/results?search_query=angular+modules,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which lifecycle hook is called once when a component is destroyed?","ngOnInit","ngAfterContentInit","ngOnDestroy","ngOnChanges",C,"ngOnDestroy is called just before Angular destroys the component, useful for cleanup like unsubscribing observables.",https://angular.io/api/core/OnDestroy,https://youtube.com/results?search_query=angular+lifecycle+hooks,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How can you make an HTTP GET request using HttpClient?","http.get(url).subscribe()","http.fetch(url).then()","http.request(url).send()","http.get(url).execute()",A,"HttpClient's get method returns an Observable; you subscribe to it to handle the response.",https://angular.io/guide/http#making-a-get-request,https://youtube.com/results?search_query=angular+http+client,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the role of the 'exports' array in an NgModule?","To list components used in templates","To make declarations available to other modules that import this module","To provide services","To import required modules",B,"The exports array exposes components, directives, and pipes from this module so they can be used in other modules' templates.",https://angular.io/api/core/NgModule#exports,https://youtube.com/results?search_query=angular+modules,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which decorator marks a class as a service that can be injected?","@Component","@NgModule","@Injectable","@Directive",C,"@Injectable marks a class as available for dependency injection. It is required for services that have their own dependencies.",https://angular.io/api/core/Injectable,https://youtube.com/results?search_query=angular+services,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the correct syntax for a route with a parameter id?","{ path: 'user/:id', component: UserComponent }","{ path: 'user/{id}', component: UserComponent }","{ path: 'user/<id>', component: UserComponent }","{ path: 'user(id)', component: UserComponent }",A,"The colon (:) indicates a route parameter placeholder in the path.",https://angular.io/guide/router#route-parameters,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you access route parameters in a component?","Using the ActivatedRoute service's paramMap observable","Using the Router service's getParams method","Using the Location service","Using the @Input decorator",A,"Inject ActivatedRoute and subscribe to paramMap or snapshot.paramMap to get route parameters.",https://angular.io/guide/router#accessing-parameters-with-parammap,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'providedIn' option in @Injectable?","To specify the module where the service is declared","To determine the injector where the service is provided, often 'root' for singleton","To import other services","To export the service",B,"'providedIn: root' makes the service a singleton available application-wide without adding it to providers array.",https://angular.io/guide/providers#providedin-and-ngmodules,https://youtube.com/results?search_query=angular+services,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the difference between a component and a directive?","Components have templates; directives do not","Directives are for services; components are for UI","Components are for routing; directives are for forms","There is no difference",A,"A component is a directive with a template, whereas a directive (attribute or structural) does not have a template.",https://angular.io/guide/architecture-components,https://youtube.com/results?search_query=angular+components+vs+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which directive is used to add or remove CSS classes dynamically?","ngIf","ngFor","ngClass","ngStyle",C,"ngClass conditionally adds or removes CSS classes based on an expression.",https://angular.io/api/common/NgClass,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you set inline styles dynamically in Angular?","Using ngIf","Using ngStyle","Using ngClass","Using style binding [style.property]='expression'",B,"ngStyle allows you to set multiple inline styles dynamically, though style binding can also be used for single properties.",https://angular.io/api/common/NgStyle,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'async' pipe in Angular?","To handle asynchronous operations in components","To subscribe to an observable in the template and automatically unsubscribe","To make HTTP calls","To create promises",B,"The async pipe subscribes to an observable or promise and returns the latest emitted value, and it handles unsubscription on component destruction.",https://angular.io/api/common/AsyncPipe,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How can you prevent a link from navigating in Angular?","By using href='#'","By using routerLink and event.preventDefault()","By using (click)=""false""","By using (click)=""$event.preventDefault()""",D,"You can call $event.preventDefault() in the click handler to prevent default browser navigation.",https://angular.io/guide/event-binding#passing-event-object,https://youtube.com/results?search_query=angular+event+binding,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the role of the main.ts file?","It defines the root component","It bootstraps the Angular application by compiling the root module","It contains routing configuration","It handles HTTP requests",B,"main.ts is the entry point that dynamically bootstraps the root module (AppModule) to run the application.",https://angular.io/guide/bootstrapping,https://youtube.com/results?search_query=angular+architecture,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'imports' array in @NgModule?","To declare components","To list other modules whose exported directives are needed by templates in this module","To provide services","To export components",B,"The imports array tells Angular which other modules this module uses, making their exported components/directives available.",https://angular.io/api/core/NgModule#imports,https://youtube.com/results?search_query=angular+modules,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you create a form group in reactive forms?","Using the FormGroup class and instantiating it with FormControl objects","Using ngModel","Using <form> tag with #myForm='ngForm'","Using FormBuilder's createGroup method",A,"In reactive forms, you explicitly create a FormGroup containing FormControl instances, either manually or via FormBuilder.",https://angular.io/guide/reactive-forms#creating-a-formgroup-instance,https://youtube.com/results?search_query=angular+reactive+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'routerLink' directive?","To bind a route path to a clickable element for navigation","To define a route","To access route parameters","To handle route guards",A,"routerLink specifies the path to navigate to when the element is clicked, enabling SPA navigation.",https://angular.io/api/router/RouterLink,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you mark a route as the default (wildcard) route?","{ path: '', component: HomeComponent }","{ path: 'default', component: HomeComponent }","{ path: '**', component: HomeComponent }","{ path: '/', component: HomeComponent }",C,"The path '**' is a wildcard that matches any URL, typically used for 404 pages or a default route.",https://angular.io/guide/router#setting-up-wildcard-routes,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is a guard in Angular routing?","A service that prevents unauthorized access to routes","A directive that guards against XSS attacks","A pipe that protects data","A component that shows a warning",A,"Route guards (like CanActivate) are used to control access to routes based on conditions.",https://angular.io/guide/router#preventing-unauthorized-access,https://youtube.com/results?search_query=angular+routing+guards,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which interface must a class implement to be a custom pipe?","PipeInterface","PipeTransform","TransformPipe","IPipe",B,"A custom pipe must implement the PipeTransform interface, which defines the transform method.",https://angular.io/api/core/PipeTransform,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you handle form submission in Angular?","By using (ngSubmit) on the form element","By using (click) on a submit button","By using (submit) on the form element","All of the above",D,"Both (ngSubmit) on the form and (click) on a submit button can handle submission, but (ngSubmit) is preferred as it captures both button click and pressing Enter.",https://angular.io/guide/forms#submit-the-form-with-ngsubmit,https://youtube.com/results?search_query=angular+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'ngOnChanges' lifecycle hook?","Called when the component is initialized","Called when any data-bound property of a directive changes","Called just before the component is destroyed","Called after the view is initialized",B,"ngOnChanges is called whenever one or more input properties change, receiving a SimpleChanges object.",https://angular.io/api/core/OnChanges,https://youtube.com/results?search_query=angular+lifecycle+hooks,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How can you share data between unrelated components?","Using @Input and @Output","Using parent-child communication","Using a shared service","Using local storage",C,"A shared service with observables is the standard way for unrelated components to communicate.",https://angular.io/guide/component-interaction#parent-and-children-communicate-via-a-service,https://youtube.com/results?search_query=angular+service+communication,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the correct syntax for an *ngFor to iterate over an array 'items'?","*ngFor=""let item of items""","*ngFor=""item in items""","*ngFor=""#item in items""","*ngFor=""items as item""",A,"The correct microsyntax is '*ngFor=""let item of items""', optionally tracking by index.",https://angular.io/api/common/NgFor,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"Which module is required to use Reactive Forms?","FormsModule","ReactiveFormsModule","HttpClientModule","RouterModule",B,"ReactiveFormsModule provides directives and classes needed for reactive forms, like formGroup and formControl.",https://angular.io/guide/reactive-forms#setting-up-reactive-forms,https://youtube.com/results?search_query=angular+reactive+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you define a child route in Angular?","By nesting route configuration under the 'children' property","By creating a separate module","By using a wildcard route","By adding a <router-outlet> in the parent",A,"Child routes are defined in the children array of a parent route, allowing nested views.",https://angular.io/guide/router#defining-child-routes,https://youtube.com/results?search_query=angular+routing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"What is the purpose of the 'templateUrl' property in @Component?","To specify inline HTML","To specify the location of the external HTML file for the component","To define the component's CSS","To set the component's selector",B,"templateUrl points to an external HTML file containing the component's template.",https://angular.io/api/core/Component#templateurl,https://youtube.com/results?search_query=angular+components,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
Angular,Basic,"How do you inject a service into a component?","By importing the service and using the 'new' keyword","By listing the service in the providers array and adding it to the constructor","By using the @Inject decorator on a property","By declaring it in the declarations array",B,"You provide the service (often at module level) and then add it as a parameter in the component's constructor; Angular injects it.",https://angular.io/guide/dependency-injection,https://youtube.com/results?search_query=angular+dependency+injection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
