skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Css,Basic,What happens if you set margin: auto; on a block element with fixed width?,It centers the element horizontally,It removes all margins,It makes the element full width,It centers vertically,C,margin: auto; on left & right centers a block element horizontally when it has a defined width.,https://developer.mozilla.org/en-US/docs/Web/CSS/margin#auto,https://youtube.com/results?search_query=css+margin+auto+center,https://youtube.com/results?search_query=css+margin+auto+hindi,https://youtube.com/results?search_query=css+margin+auto+kannada,https://youtube.com/results?search_query=css+margin+auto+tamil,https://youtube.com/results?search_query=css+margin+auto+telugu
Css,Basic,Which property would you use to create rounded corners?,border-radius,border-curve,corner-radius,round-border,A,border-radius creates rounded corners on elements.,https://developer.mozilla.org/en-US/docs/Web/CSS/border-radius,https://youtube.com/results?search_query=css+border+radius+basics,https://youtube.com/results?search_query=css+border+radius+hindi,https://youtube.com/results?search_query=css+border+radius+kannada,https://youtube.com/results?search_query=css+border+radius+tamil,https://youtube.com/results?search_query=css+border+radius+telugu
Css,Basic,Why is the !important rule considered dangerous?,It makes code faster,It overrides other styles and can make debugging very difficult,B,It is required for specificity,C,!important breaks normal cascade and specificity — use only when absolutely necessary.,https://developer.mozilla.org/en-US/docs/Web/CSS/Specificity#!important,https://youtube.com/results?search_query=css+important+bad+practice,https://youtube.com/results?search_query=css+important+hindi,https://youtube.com/results?search_query=css+important+kannada,https://youtube.com/results?search_query=css+important+tamil,https://youtube.com/results?search_query=css+important+telugu
Css,Basic,When would you use media queries in CSS?,To change styles based on device width, orientation, resolution, etc.,To add animations,To change font family only,To increase page load speed,A,Media queries enable responsive design by applying different styles for different screen sizes/devices.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_media_queries/Using_media_queries,https://youtube.com/results?search_query=css+media+queries+basics,https://youtube.com/results?search_query=css+media+queries+hindi,https://youtube.com/results?search_query=css+media+queries+kannada,https://youtube.com/results?search_query=css+media+queries+tamil,https://youtube.com/results?search_query=css+media+queries+telugu
Css,Basic,Which unit is relative to the root (html) element font size?,em,rem,px,%,B,rem (root em) is relative to the html element's font size — great for consistent scaling.,https://developer.mozilla.org/en-US/docs/Web/CSS/length#rem,https://youtube.com/results?search_query=css+rem+unit+explained,https://youtube.com/results?search_query=css+rem+hindi,https://youtube.com/results?search_query=css+rem+kannada,https://youtube.com/results?search_query=css+rem+tamil,https://youtube.com/results?search_query=css+rem+telugu
Css,Basic,How do you center a div both horizontally and vertically using flexbox?,justify-content: center; align-items: center;,text-align: center; vertical-align: middle;,margin: auto; padding: auto;,position: absolute; top: 50%; left: 50%;,A,Flexbox makes centering very easy with justify-content and align-items.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Flexible_Box_Layout/Aligning_Items_in_a_Flex_Container,https://youtube.com/results?search_query=css+flexbox+center+element,https://youtube.com/results?search_query=css+flexbox+center+hindi,https://youtube.com/results?search_query=css+flexbox+center+kannada,https://youtube.com/results?search_query=css+flexbox+center+tamil,https://youtube.com/results?search_query=css+flexbox+center+telugu
Css,Basic,What is the default value of the position property?,relative,absolute,static,fixed,C,position: static; is the default — element follows normal document flow.,https://developer.mozilla.org/en-US/docs/Web/CSS/position,https://youtube.com/results?search_query=css+position+static+default,https://youtube.com/results?search_query=css+position+hindi,https://youtube.com/results?search_query=css+position+kannada,https://youtube.com/results?search_query=css+position+tamil,https://youtube.com/results?search_query=css+position+telugu
Css,Basic,Which property creates a new stacking context (besides position and z-index)?,isolation: isolate;,opacity: 0.999;,transform: translateZ(0);,All of the above,D,Many properties including isolation, opacity < 1, transform 3D, filter, etc., create stacking contexts.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Positioning/Understanding_z_index/The_stacking_context,https://youtube.com/results?search_query=css+stacking+context+explained,https://youtube.com/results?search_query=css+stacking+context+hindi,https://youtube.com/results?search_query=css+stacking+context+kannada,https://youtube.com/results?search_query=css+stacking+context+tamil,https://youtube.com/results?search_query=css+stacking+context+telugu


Css,Basic,What is the correct property to change text color?,color,font-color,text-color,foreground-color,A,The color property sets the color of text content.,https://developer.mozilla.org/en-US/docs/Web/CSS/color,https://youtube.com/results?search_query=css+color+property+basics,https://youtube.com/results?search_query=css+color+property+hindi,https://youtube.com/results?search_query=css+color+property+kannada,https://youtube.com/results?search_query=css+color+property+tamil,https://youtube.com/results?search_query=css+color+property+telugu
Css,Basic,How do you make text bold in CSS?,font-weight: bold;,font-style: bold;,text-weight: bold;,bold: true;,A,font-weight controls text thickness. Common values: normal, bold, 100–900.,https://developer.mozilla.org/en-US/docs/Web/CSS/font-weight,https://youtube.com/results?search_query=css+font+weight+bold,https://youtube.com/results?search_query=css+font+weight+hindi,https://youtube.com/results?search_query=css+font+weight+kannada,https://youtube.com/results?search_query=css+font+weight+tamil,https://youtube.com/results?search_query=css+font+weight+telugu
Css,Basic,When should you use class selectors instead of element selectors?,To style every <p> on the page,To style only specific elements with a common style,To style only one unique element,To style all links on hover,B,Class selectors (.classname) allow reusable styles without affecting every instance of a tag.,https://developer.mozilla.org/en-US/docs/Web/CSS/Class_selectors,https://youtube.com/results?search_query=css+class+selector+basics,https://youtube.com/results?search_query=css+class+selector+hindi,https://youtube.com/results?search_query=css+class+selector+kannada,https://youtube.com/results?search_query=css+class+selector+tamil,https://youtube.com/results?search_query=css+class+selector+telugu
Css,Basic,Why do developers add box-sizing: border-box; to almost everything?,It makes padding and border add to width/height,It makes padding and border subtract from width/height,It removes padding and border,It makes elements float automatically,A,border-box includes padding & border in total dimensions → much easier layout calculations.,https://developer.mozilla.org/en-US/docs/Web/CSS/box-sizing,https://youtube.com/results?search_query=css+box+sizing+border+box,https://youtube.com/results?search_query=css+box+sizing+hindi,https://youtube.com/results?search_query=css+box+sizing+kannada,https://youtube.com/results?search_query=css+box+sizing+tamil,https://youtube.com/results?search_query=css+box+sizing+telugu
Css,Basic,In which situation is display: none; better than visibility: hidden;?,You want the element hidden but still taking space,You want the element removed from layout (no space reserved),You want to fade the element slowly,You want to disable pointer events only,B,display: none removes the element completely from the flow (no space), visibility: hidden hides it but keeps the space.,https://developer.mozilla.org/en-US/docs/Web/CSS/display,https://youtube.com/results?search_query=display+none+vs+visibility+hidden,https://youtube.com/results?search_query=display+none+vs+visibility+hindi,https://youtube.com/results?search_query=display+none+vs+visibility+kannada,https://youtube.com/results?search_query=display+none+vs+visibility+tamil,https://youtube.com/results?search_query=display+none+vs+visibility+telugu
Css,Basic,Which property adds space **inside** an element (between content & border)?,margin,padding,border-spacing,outline,B,padding adds internal spacing inside the element.,https://developer.mozilla.org/en-US/docs/Web/CSS/padding,https://youtube.com/results?search_query=css+padding+vs+margin,https://youtube.com/results?search_query=css+padding+vs+margin+hindi,https://youtube.com/results?search_query=css+padding+vs+margin+kannada,https://youtube.com/results?search_query=css+padding+vs+margin+tamil,https://youtube.com/results?search_query=css+padding+vs+margin+telugu
Css,Basic,Why is position: relative often used with position: absolute children?,To hide the child,To position child relative to viewport,To position child relative to nearest positioned ancestor,D,absolute positioning references the nearest ancestor with position ≠ static (commonly relative).,https://developer.mozilla.org/en-US/docs/Web/CSS/position,https://youtube.com/results?search_query=css+position+relative+absolute,https://youtube.com/results?search_query=css+position+relative+absolute+hindi,https://youtube.com/results?search_query=css+position+relative+absolute+kannada,https://youtube.com/results?search_query=css+position+relative+absolute+tamil,https://youtube.com/results?search_query=css+position+relative+absolute+telugu
Css,Basic,When is flexbox usually preferred over floats?,When you need vertical centering & equal-height columns,When you need to support IE6,When you only need text to wrap around images,When you want very old browser support,A,Flexbox makes vertical centering, equal heights, reordering, and alignment very simple.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Flexible_Box_Layout/Basic_Concepts_of_Flexbox,https://youtube.com/results?search_query=css+flexbox+basics,https://youtube.com/results?search_query=css+flexbox+hindi,https://youtube.com/results?search_query=css+flexbox+kannada,https://youtube.com/results?search_query=css+flexbox+tamil,https://youtube.com/results?search_query=css+flexbox+telugu
Css,Basic,Which justify-content value centers flex items horizontally in row direction?,flex-start,flex-end,center,space-between,C,justify-content: center; centers along the main axis (horizontal in row).,https://developer.mozilla.org/en-US/docs/Web/CSS/justify-content,https://youtube.com/results?search_query=css+justify+content+center,https://youtube.com/results?search_query=css+justify+content+hindi,https://youtube.com/results?search_query=css+justify+content+kannada,https://youtube.com/results?search_query=css+justify+content+tamil,https://youtube.com/results?search_query=css+justify+content+telugu
Css,Basic,How do you vertically center a single item in a flex container?,align-items: center;,justify-content: center;,vertical-align: middle;,text-align: center;,A,align-items: center; centers along the cross axis (vertical in row direction).,https://developer.mozilla.org/en-US/docs/Web/CSS/align-items,https://youtube.com/results?search_query=css+vertical+center+flexbox,https://youtube.com/results?search_query=css+vertical+center+hindi,https://youtube.com/results?search_query=css+vertical+center+kannada,https://youtube.com/results?search_query=css+vertical+center+tamil,https://youtube.com/results?search_query=css+vertical+center+telugu
Css,Basic,Why do developers often prefer rem over px for font sizes?,rem is always 16px,rem scales with root font size and respects user browser settings,B,rem is relative to <html> font-size — better accessibility & consistency.,https://developer.mozilla.org/en-US/docs/Web/CSS/length#rem,https://youtube.com/results?search_query=css+rem+vs+px,https://youtube.com/results?search_query=css+rem+vs+px+hindi,https://youtube.com/results?search_query=css+rem+vs+px+kannada,https://youtube.com/results?search_query=css+rem+vs+px+tamil,https://youtube.com/results?search_query=css+rem+vs+px+telugu
Css,Basic,In which case is display: inline-block most useful?,You need full block behavior with floating,You need elements side-by-side but respecting width/height/margin/padding,B,You need grid layout,C,inline-block behaves inline but accepts block properties (width, height, margins).,https://developer.mozilla.org/en-US/docs/Web/CSS/display,https://youtube.com/results?search_query=css+inline-block+vs+inline+vs+block,https://youtube.com/results?search_query=css+inline+block+hindi,https://youtube.com/results?search_query=css+inline+block+kannada,https://youtube.com/results?search_query=css+inline+block+tamil,https://youtube.com/results?search_query=css+inline+block+telugu
Css,Basic,What happens when you set margin: 0 auto; on a block element with fixed width?,It centers horizontally,It removes all margins,It makes element full width,It centers vertically,A,margin: 0 auto; centers a block element horizontally when it has a defined width.,https://developer.mozilla.org/en-US/docs/Web/CSS/margin#auto,https://youtube.com/results?search_query=css+margin+auto+center,https://youtube.com/results?search_query=css+margin+auto+hindi,https://youtube.com/results?search_query=css+margin+auto+kannada,https://youtube.com/results?search_query=css+margin+auto+tamil,https://youtube.com/results?search_query=css+margin+auto+telugu
Css,Basic,Which property creates rounded corners on elements?,border-radius,border-curve,corner-radius,round-border,A,border-radius sets the radius of an element's corners.,https://developer.mozilla.org/en-US/docs/Web/CSS/border-radius,https://youtube.com/results?search_query=css+border+radius+basics,https://youtube.com/results?search_query=css+border+radius+hindi,https://youtube.com/results?search_query=css+border+radius+kannada,https://youtube.com/results?search_query=css+border+radius+tamil,https://youtube.com/results?search_query=css+border+radius+telugu
Css,Basic,Why is !important considered dangerous in CSS?,It makes styles load faster,It overrides other rules and can make debugging very hard,B,It is required for high specificity,C,!important breaks normal cascade — use only as last resort.,https://developer.mozilla.org/en-US/docs/Web/CSS/Specificity#!important,https://youtube.com/results?search_query=css+important+bad+practice,https://youtube.com/results?search_query=css+important+hindi,https://youtube.com/results?search_query=css+important+kannada,https://youtube.com/results?search_query=css+important+tamil,https://youtube.com/results?search_query=css+important+telugu
Css,Basic,When do you need to use media queries?,To change font family only,To apply different styles based on screen size, orientation, resolution, etc.,To add animations,To speed up page load,B,Media queries enable responsive design by adapting layout to device characteristics.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_media_queries/Using_media_queries,https://youtube.com/results?search_query=css+media+queries+basics,https://youtube.com/results?search_query=css+media+queries+hindi,https://youtube.com/results?search_query=css+media+queries+kannada,https://youtube.com/results?search_query=css+media+queries+tamil,https://youtube.com/results?search_query=css+media+queries+telugu
Css,Basic,Which unit is relative to the root (<html>) font size?,em,rem,px,%,B,rem (root em) scales with html font-size — great for consistent, accessible typography.,https://developer.mozilla.org/en-US/docs/Web/CSS/length#rem,https://youtube.com/results?search_query=css+rem+unit+explained,https://youtube.com/results?search_query=css+rem+hindi,https://youtube.com/results?search_query=css+rem+kannada,https://youtube.com/results?search_query=css+rem+tamil,https://youtube.com/results?search_query=css+rem+telugu
Css,Basic,How do you center a div both horizontally and vertically with flexbox?,justify-content: center; align-items: center;,text-align: center; vertical-align: middle;,margin: auto; padding: auto;,position: absolute; top: 50%; left: 50%;,A,Flexbox centering is simple and reliable with justify-content + align-items.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Flexible_Box_Layout/Aligning_Items_in_a_Flex_Container,https://youtube.com/results?search_query=css+flexbox+center+element,https://youtube.com/results?search_query=css+flexbox+center+hindi,https://youtube.com/results?search_query=css+flexbox+center+kannada,https://youtube.com/results?search_query=css+flexbox+center+tamil,https://youtube.com/results?search_query=css+flexbox+center+telugu
Css,Basic,What is the default value of the position property?,relative,absolute,static,fixed,C,position: static is default — element follows normal document flow.,https://developer.mozilla.org/en-US/docs/Web/CSS/position,https://youtube.com/results?search_query=css+position+static+default,https://youtube.com/results?search_query=css+position+hindi,https://youtube.com/results?search_query=css+position+kannada,https://youtube.com/results?search_query=css+position+tamil,https://youtube.com/results?search_query=css+position+telugu
Css,Basic,Which property is most commonly used to create a new stacking context (besides position + z-index)?,opacity: 0.999,transform: translateZ(0),isolation: isolate,All of the above,D,Many properties (opacity <1, transform 3D, filter, isolation, etc.) create new stacking contexts.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Positioning/Understanding_z_index/The_stacking_context,https://youtube.com/results?search_query=css+stacking+context+explained,https://youtube.com/results?search_query=css+stacking+context+hindi,https://youtube.com/results?search_query=css+stacking+context+kannada,https://youtube.com/results?search_query=css+stacking+context+tamil,https://youtube.com/results?search_query=css+stacking+context+telugu
Css,Basic,Why do developers often reset margin and padding on body and html?,To remove default browser spacing,To make elements float,To increase font size,To enable dark mode,A,Resetting margin/padding on body/html removes unwanted default browser spacing.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Box_Model/Mastering_margin_collapsing,https://youtube.com/results?search_query=css+reset+margin+padding,https://youtube.com/results?search_query=css+reset+hindi,https://youtube.com/results?search_query=css+reset+kannada,https://youtube.com/results?search_query=css+reset+tamil,https://youtube.com/results?search_query=css+reset+telugu
Css,Basic,In which scenario would you use position: sticky?,You want an element to scroll normally until it reaches a point, then stick,You want an element fixed to viewport always,You want an element to disappear on scroll,You want an element to float,D,sticky behaves like relative until it hits the threshold, then sticks like fixed.,https://developer.mozilla.org/en-US/docs/Web/CSS/position#sticky,https://youtube.com/results?search_query=css+position+sticky,https://youtube.com/results?search_query=css+position+sticky+hindi,https://youtube.com/results?search_query=css+position+sticky+kannada,https://youtube.com/results?search_query=css+position+sticky+tamil,https://youtube.com/results?search_query=css+position+sticky+telugu
Css,Basic,Which value of flex-wrap allows items to wrap to multiple lines?,nowrap,wrap,wrap-reverse,all of above except nowrap,B,flex-wrap: wrap; allows items to flow onto additional lines when there's not enough space.,https://developer.mozilla.org/en-US/docs/Web/CSS/flex-wrap,https://youtube.com/results?search_query=css+flex+wrap,https://youtube.com/results?search_query=css+flex+wrap+hindi,https://youtube.com/results?search_query=css+flex+wrap+kannada,https://youtube.com/results?search_query=css+flex+wrap+tamil,https://youtube.com/results?search_query=css+flex+wrap+telugu
Css,Basic,How do you make flex items take equal width in a container?,flex: 1;,flex-grow: 1;,flex-basis: 0;,All of the above,D,flex: 1 is shorthand for flex-grow: 1; flex-shrink: 1; flex-basis: 0%; — very common pattern.,https://developer.mozilla.org/en-US/docs/Web/CSS/flex,https://youtube.com/results?search_query=css+flex+1+equal+width,https://youtube.com/results?search_query=css+flex+equal+width+hindi,https://youtube.com/results?search_query=css+flex+equal+width+kannada,https://youtube.com/results?search_query=css+flex+equal+width+tamil,https://youtube.com/results?search_query=css+flex+equal+width+telugu
Css,Basic,What is the difference between justify-content: space-between and space-around?,space-between puts space only between items,space-around puts equal space around each item including edges,B,space-evenly puts perfectly equal space everywhere.,https://developer.mozilla.org/en-US/docs/Web/CSS/justify-content,https://youtube.com/results?search_query=css+space+between+vs+space+around,https://youtube.com/results?search_query=css+space+between+vs+space+around+hindi,https://youtube.com/results?search_query=css+space+between+vs+space+around+kannada,https://youtube.com/results?search_query=css+space+between+vs+space+around+tamil,https://youtube.com/results?search_query=css+space+between+vs+space+around+telugu
Css,Basic,Why is align-content used instead of align-items in flexbox?,When there is only one line of flex items,When flex items wrap to multiple lines and you want to align the lines,When you want to align individual items,When you want to justify content,A,align-content distributes space between wrapped lines (like justify-content for lines).,https://developer.mozilla.org/en-US/docs/Web/CSS/align-content,https://youtube.com/results?search_query=css+align+content+vs+align+items,https://youtube.com/results?search_query=css+align+content+hindi,https://youtube.com/results?search_query=css+align+content+kannada,https://youtube.com/results?search_query=css+align+content+tamil,https://youtube.com/results?search_query=css+align+content+telugu


Css,Basic,What is the default value of the display property?,block,inline,inline-block,none,B,Most elements are inline by default (span, a, img, etc.); block is used for div, p, h1–h6, etc.,https://developer.mozilla.org/en-US/docs/Web/CSS/display,https://youtube.com/results?search_query=css+default+display+value,https://youtube.com/results?search_query=css+default+display+hindi,https://youtube.com/results?search_query=css+default+display+kannada,https://youtube.com/results?search_query=css+default+display+tamil,https://youtube.com/results?search_query=css+default+display+telugu
Css,Basic,How can you hide an element visually but keep it in the document flow?,display: none;,visibility: hidden;,opacity: 0;,position: absolute; left: -9999px;,B,visibility: hidden; hides the element but reserves its space in the layout.,https://developer.mozilla.org/en-US/docs/Web/CSS/visibility,https://youtube.com/results?search_query=css+visibility+hidden,https://youtube.com/results?search_query=css+visibility+hidden+hindi,https://youtube.com/results?search_query=css+visibility+hidden+kannada,https://youtube.com/results?search_query=css+visibility+hidden+tamil,https://youtube.com/results?search_query=css+visibility+hidden+telugu
Css,Basic,When would you prefer rem over em for font sizes in a component library?,When you want sizes relative to the parent element,When you want consistent scaling based on the root font size,When you want to ignore user font-size preferences,When you need pixel-perfect control,B,rem is relative to :root / html → better consistency across components.,https://developer.mozilla.org/en-US/docs/Web/CSS/length#rem,https://youtube.com/results?search_query=css+rem+vs+em+component+library,https://youtube.com/results?search_query=css+rem+vs+em+hindi,https://youtube.com/results?search_query=css+rem+vs+em+kannada,https://youtube.com/results?search_query=css+rem+vs+em+tamil,https://youtube.com/results?search_query=css+rem+vs+em+telugu
Css,Basic,Why does margin collapsing happen between two vertical margins?,Because one margin is negative,Because adjacent block margins combine (take the larger value),Because of float clearing,Because of display: inline-block,B,Vertical margins between block elements collapse — only the largest is applied.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Box_Model/Mastering_margin_collapsing,https://youtube.com/results?search_query=css+margin+collapsing+explained,https://youtube.com/results?search_query=css+margin+collapse+hindi,https://youtube.com/results?search_query=css+margin+collapse+kannada,https://youtube.com/results?search_query=css+margin+collapse+tamil,https://youtube.com/results?search_query=css+margin+collapse+telugu
Css,Basic,In which scenario is position: fixed most commonly used?,Sticky headers that stay at the top while scrolling,Elements that should scroll with the page normally,Tooltips that follow the mouse,Modals that appear centered on screen,D,fixed positions relative to the viewport — perfect for modals, floating action buttons, back-to-top buttons.,https://developer.mozilla.org/en-US/docs/Web/CSS/position#fixed,https://youtube.com/results?search_query=css+position+fixed+use+cases,https://youtube.com/results?search_query=css+position+fixed+hindi,https://youtube.com/results?search_query=css+position+fixed+kannada,https://youtube.com/results?search_query=css+position+fixed+tamil,https://youtube.com/results?search_query=css+position+fixed+telugu
Css,Basic,Which value of flex-direction changes the main axis from horizontal to vertical?,row,column,row-reverse,column-reverse,B,flex-direction: column; makes flex items stack vertically.,https://developer.mozilla.org/en-US/docs/Web/CSS/flex-direction,https://youtube.com/results?search_query=css+flex+direction+column,https://youtube.com/results?search_query=css+flex+direction+hindi,https://youtube.com/results?search_query=css+flex+direction+kannada,https://youtube.com/results?search_query=css+flex+direction+tamil,https://youtube.com/results?search_query=css+flex+direction+telugu
Css,Basic,Why might align-self: flex-start; be useful on a single flex item?,To override container align-items for that item only,To make the item take more space,To change the flex direction for one item,To disable wrapping for that item,A,align-self overrides the container's align-items value for an individual flex item.,https://developer.mozilla.org/en-US/docs/Web/CSS/align-self,https://youtube.com/results?search_query=css+align+self,https://youtube.com/results?search_query=css+align+self+hindi,https://youtube.com/results?search_query=css+align+self+kannada,https://youtube.com/results?search_query=css+align+self+tamil,https://youtube.com/results?search_query=css+align+self+telugu
Css,Basic,When would you use gap instead of margin on flex or grid containers?,When you want space around the container,When you want consistent spacing between items without affecting outer margins,B,When you want negative margins,C,gap adds space between items only — no outer spacing, cleaner than adding margin to children.,https://developer.mozilla.org/en-US/docs/Web/CSS/gap,https://youtube.com/results?search_query=css+gap+property+flex+grid,https://youtube.com/results?search_query=css+gap+hindi,https://youtube.com/results?search_query=css+gap+kannada,https://youtube.com/results?search_query=css+gap+tamil,https://youtube.com/results?search_query=css+gap+telugu
Css,Basic,What is the most reliable way to create equal-height columns in modern CSS?,float + clearfix,display: table-cell,flexbox with align-items: stretch,grid with grid-auto-rows: 1fr,C,Flexbox containers with align-items: stretch (default) make children equal height automatically.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Flexible_Box_Layout/Aligning_Items_in_a_Flex_Container,https://youtube.com/results?search_query=css+equal+height+columns+flexbox,https://youtube.com/results?search_query=css+equal+height+hindi,https://youtube.com/results?search_query=css+equal+height+kannada,https://youtube.com/results?search_query=css+equal+height+tamil,https://youtube.com/results?search_query=css+equal+height+telugu
