skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu

skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Css,Advanced,Which value of container-type is most commonly used for horizontal container queries?,size,inline-size,block-size,aspect-ratio,B,inline-size queries the container’s inline dimension (width in horizontal writing mode).,https://developer.mozilla.org/en-US/docs/Web/CSS/container-type,https://youtube.com/results?search_query=css+container-type+inline-size,https://youtube.com/results?search_query=css+inline-size+hindi,https://youtube.com/results?search_query=css+inline-size+kannada,https://youtube.com/results?search_query=css+inline-size+tamil,https://youtube.com/results?search_query=css+inline-size+telugu
Css,Advanced,What happens if you use @container (min-width: 400px) without container-type on the parent?,The query is ignored,It queries the viewport instead,It throws a syntax error,It defaults to inline-size,A,Container queries require the parent to have container-type declared — otherwise they are invalid.,https://developer.mozilla.org/en-US/docs/Web/CSS/@container,https://youtube.com/results?search_query=css+container+query+requirement,https://youtube.com/results?search_query=css+container+requirement+hindi,https://youtube.com/results?search_query=css+container+requirement+kannada,https://youtube.com/results?search_query=css+container+requirement+tamil,https://youtube.com/results?search_query=css+container+requirement+telugu
Css,Advanced,Which modern CSS feature allows a grid item to use the parent grid’s column tracks?,subgrid,masonry,implicit grid,grid-span,A,subgrid lets nested grids inherit and align with parent tracks.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_grid_layout/Subgrid,https://youtube.com/results?search_query=css+subgrid+explained,https://youtube.com/results?search_query=css+subgrid+hindi,https://youtube.com/results?search_query=css+subgrid+kannada,https://youtube.com/results?search_query=css+subgrid+tamil,https://youtube.com/results?search_query=css+subgrid+telugu
Css,Advanced,In CSS Grid, what does grid-auto-flow: dense do?,It places items in order of appearance,It fills empty grid cells with later items,B,It creates gaps,C,dense packs items tightly — backfills holes left by large items.,https://developer.mozilla.org/en-US/docs/Web/CSS/grid-auto-flow,https://youtube.com/results?search_query=css+grid-auto-flow+dense,https://youtube.com/results?search_query=css+dense+hindi,https://youtube.com/results?search_query=css+dense+kannada,https://youtube.com/results?search_query=css+dense+tamil,https://youtube.com/results?search_query=css+dense+telugu
Css,Advanced,Which value of align-content is most useful when flex items wrap to multiple lines?,flex-start,flex-end,space-between,space-around,D,space-around distributes space evenly around each line (including before first and after last).,https://developer.mozilla.org/en-US/docs/Web/CSS/align-content,https://youtube.com/results?search_query=css+align-content+flex-wrap,https://youtube.com/results?search_query=css+align-content+hindi,https://youtube.com/results?search_query=css+align-content+kannada,https://youtube.com/results?search_query=css+align-content+tamil,https://youtube.com/results?search_query=css+align-content+telugu
Css,Advanced,Why might align-self: start be preferred over align-self: flex-start in some cases?,It respects writing mode direction,It ignores writing mode,It is shorter to write,It has higher specificity,A,start / end values are logical and adapt to direction & writing-mode.,https://developer.mozilla.org/en-US/docs/Web/CSS/align-self,https://youtube.com/results?search_query=css+align-self+start+vs+flex-start,https://youtube.com/results?search_query=css+logical+align+hindi,https://youtube.com/results?search_query=css+logical+align+kannada,https://youtube.com/results?search_query=css+logical+align+tamil,https://youtube.com/results?search_query=css+logical+align+telugu
Css,Advanced,What does content-visibility: auto do?,Hides element completely,Hides element offscreen until needed (improves performance),Forces element to render immediately,Disables painting,A,content-visibility: auto + contain-intrinsic-size prevents rendering of offscreen content.,https://developer.mozilla.org/en-US/docs/Web/CSS/content-visibility,https://youtube.com/results?search_query=css+content-visibility+auto,https://youtube.com/results?search_query=css+content+visibility+hindi,https://youtube.com/results?search_query=css+content+visibility+kannada,https://youtube.com/results?search_query=css+content+visibility+tamil,https://youtube.com/results?search_query=css+content+visibility+telugu
Css,Advanced,Which property is most effective for preventing layout shift when images load?,aspect-ratio,width + height attributes,loading=lazy,sizes attribute,B,Setting width & height attributes reserves space → prevents CLS (Cumulative Layout Shift).,https://developer.mozilla.org/en-US/docs/Web/HTML/Element/img#attr-width,https://youtube.com/results?search_query=css+prevent+layout+shift+images,https://youtube.com/results?search_query=css+layout+shift+hindi,https://youtube.com/results?search_query=css+layout+shift+kannada,https://youtube.com/results?search_query=css+layout+shift+tamil,https://youtube.com/results?search_query=css+layout+shift+telugu
Css,Advanced,Why is contain: strict considered a strong performance optimization hint?,It allows browser to skip layout & paint for the element when offscreen,It forces full-page repaint,It disables compositing,It makes element always visible,A,strict containment (layout + paint + size + style) isolates the element completely.,https://developer.mozilla.org/en-US/docs/Web/CSS/contain,https://youtube.com/results?search_query=css+contain+strict+performance,https://youtube.com/results?search_query=css+contain+strict+hindi,https://youtube.com/results?search_query=css+contain+strict+kannada,https://youtube.com/results?search_query=css+contain+strict+tamil,https://youtube.com/results?search_query=css+contain+strict+telugu
Css,Advanced,Which logical property replaces margin-left and margin-right?,margin-inline,margin-horizontal,margin-start-end,margin-logical,A,margin-inline is the logical equivalent (adapts to direction).,https://developer.mozilla.org/en-US/docs/Web/CSS/margin-inline,https://youtube.com/results?search_query=css+logical+properties+margin-inline,https://youtube.com/results?search_query=css+logical+properties+hindi,https://youtube.com/results?search_query=css+logical+properties+kannada,https://youtube.com/results?search_query=css+logical+properties+tamil,https://youtube.com/results?search_query=css+logical+properties+telugu
Css,Advanced,What does writing-mode: vertical-rl do?,Makes text flow right-to-left horizontally,Makes text flow vertically from right to left,B,Makes text flow top-to-bottom but right-to-left,C,vertical-rl rotates writing direction for vertical scripts (e.g. Japanese, Chinese).,https://developer.mozilla.org/en-US/docs/Web/CSS/writing-mode,https://youtube.com/results?search_query=css+writing-mode+vertical-rl,https://youtube.com/results?search_query=css+writing+mode+hindi,https://youtube.com/results?search_query=css+writing+mode+kannada,https://youtube.com/results?search_query=css+writing+mode+tamil,https://youtube.com/results?search_query=css+writing+mode+telugu
Css,Advanced,Which property lets you control the color of form controls like checkboxes and sliders?,accent-color,form-color,control-color,theme-color,A,accent-color customizes the accent color of native form controls.,https://developer.mozilla.org/en-US/docs/Web/CSS/accent-color,https://youtube.com/results?search_query=css+accent-color+forms,https://youtube.com/results?search_query=css+accent+color+hindi,https://youtube.com/results?search_query=css+accent+color+kannada,https://youtube.com/results?search_query=css+accent+color+tamil,https://youtube.com/results?search_query=css+accent+color+telugu
Css,Advanced,What is color-contrast() used for?,To automatically choose black or white text based on background,B,To blend two colors,C,To convert color spaces,D,It selects the most readable contrasting color from a list for accessibility.,https://developer.mozilla.org/en-US/docs/Web/CSS/color_value/color-contrast,https://youtube.com/results?search_query=css+color-contrast+function,https://youtube.com/results?search_query=css+color+contrast+hindi,https://youtube.com/results?search_query=css+color+contrast+kannada,https://youtube.com/results?search_query=css+color+contrast+tamil,https://youtube.com/results?search_query=css+color+contrast+telugu
Css,Advanced,Which modern function lets you mix colors in a specific color space?,color-mix(),mix-blend-mode,blend(),color-blend(),A,color-mix(in lch, red 70%, blue 30%) mixes in the specified space.,https://developer.mozilla.org/en-US/docs/Web/CSS/color_value/color-mix,https://youtube.com/results?search_query=css+color-mix+advanced,https://youtube.com/results?search_query=css+color+mix+hindi,https://youtube.com/results?search_query=css+color+mix+kannada,https://youtube.com/results?search_query=css+color+mix+tamil,https://youtube.com/results?search_query=css+color+mix+telugu
Css,Advanced,What does @property allow that normal custom properties do not?,Type checking and syntax validation,Animation of custom properties,Inheritance control,All of the above,D,@property (Houdini) enables typed custom properties that can be animated.,https://developer.mozilla.org/en-US/docs/Web/CSS/@property,https://youtube.com/results?search_query=css+property+houdini,https://youtube.com/results?search_query=css+property+hindi,https://youtube.com/results?search_query=css+property+kannada,https://youtube.com/results?search_query=css+property+tamil,https://youtube.com/results?search_query=css+property+telugu
Css,Advanced,Which pseudo-class can detect if a container has a certain number of children?,:has(> * :nth-child(5)),:nth-child-count(5),:child-count(5),:has-children(5),A,:has() + :nth-child(n+5) can approximate “at least 5 children” patterns.,https://developer.mozilla.org/en-US/docs/Web/CSS/:has,https://youtube.com/results?search_query=css+has+count+children,https://youtube.com/results?search_query=css+has+children+hindi,https://youtube.com/results?search_query=css+has+children+kannada,https://youtube.com/results?search_query=css+has+children+tamil,https://youtube.com/results?search_query=css+has+children+telugu
Css,Advanced,What is scroll-timeline used for (experimental)?,Creating scroll-driven animations,Controlling scroll speed,Animating on resize,Triggering transitions on scroll,A,scroll-timeline links animation progress to scroll position (very powerful for scroll effects).,https://developer.mozilla.org/en-US/docs/Web/CSS/@scroll-timeline,https://youtube.com/results?search_query=css+scroll-timeline,https://youtube.com/results?search_query=css+scroll+timeline+hindi,https://youtube.com/results?search_query=css+scroll+timeline+kannada,https://youtube.com/results?search_query=css+scroll+timeline+tamil,https://youtube.com/results?search_query=css+scroll+timeline+telugu
Css,Advanced,Which property can be used to disable browser default scroll behavior on overscroll?,overscroll-behavior,scroll-behavior,scroll-snap-type,contain: scroll,B,overscroll-behavior: contain | none prevents the rubber-band / glow effect on mobile.,https://developer.mozilla.org/en-US/docs/Web/CSS/overscroll-behavior,https://youtube.com/results?search_query=css+overscroll-behavior,https://youtube.com/results?search_query=css+overscroll+hindi,https://youtube.com/results?search_query=css+overscroll+kannada,https://youtube.com/results?search_query=css+overscroll+tamil,https://youtube.com/results?search_query=css+overscroll+telugu
Css,Advanced,Why is content-visibility: auto + contain-intrinsic-size powerful for long lists?,It renders only visible items,It hides all items until needed,B,It improves performance by skipping rendering of offscreen content.,https://developer.mozilla.org/en-US/docs/Web/CSS/content-visibility,https://youtube.com/results?search_query=css+content-visibility+long+lists,https://youtube.com/results?search_query=css+content+visibility+hindi,https://youtube.com/results?search_query=css+content+visibility+kannada,https://youtube.com/results?search_query=css+content+visibility+tamil,https://youtube.com/results?search_query=css+content+visibility+telugu
Css,Advanced,Which logical property replaces top / bottom in vertical writing modes?,inset-block,inset-inline,block-start,block-end,A,inset-block is the logical equivalent of top + bottom.,https://developer.mozilla.org/en-US/docs/Web/CSS/inset-block,https://youtube.com/results?search_query=css+logical+properties+inset-block,https://youtube.com/results?search_query=css+logical+inset+hindi,https://youtube.com/results?search_query=css+logical+inset+kannada,https://youtube.com/results?search_query=css+logical+inset+tamil,https://youtube.com/results?search_query=css+logical+inset+telugu
Css,Advanced,What does the color-contrast() function return?,The most readable color from a list given a background,B,The blended color,C,The average color,D,It selects the best contrasting color for accessibility (e.g. black or white on background).,https://developer.mozilla.org/en-US/docs/Web/CSS/color_value/color-contrast,https://youtube.com/results?search_query=css+color-contrast+function,https://youtube.com/results?search_query=css+color+contrast+hindi,https://youtube.com/results?search_query=css+color+contrast+kannada,https://youtube.com/results?search_query=css+color+contrast+tamil,https://youtube.com/results?search_query=css+color+contrast+telugu


skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Css,Advanced,Which selector has lower specificity thanks to :where()?,#header .nav a:hover,:where(#header .nav) a:hover,:is(#header .nav) a:hover,#header .nav:hover,B,:where() resets the specificity of everything inside it to zero (0-0-0-0), so the selector becomes equivalent to a:hover (0-0-1-1).,https://developer.mozilla.org/en-US/docs/Web/CSS/:where,https://youtube.com/results?search_query=css+where+selector+specificity,https://youtube.com/results?search_query=css+where+hindi,https://youtube.com/results?search_query=css+where+kannada,https://youtube.com/results?search_query=css+where+tamil,https://youtube.com/results?search_query=css+where+telugu
Css,Advanced,What is the specificity of :is(#id, .class, [data-test]) a.active?,0-1-1-1 (highest inside :is wins),0-0-2-1 (two classes + pseudo),0-1-0-1 (only ID),0-0-1-1 (only class),A,:is() takes the specificity of its **most specific** selector inside — here #id gives 0-1-0-0 → total 0-1-1-1.,https://developer.mozilla.org/en-US/docs/Web/CSS/:is,https://youtube.com/results?search_query=css+is+selector+specificity,https://youtube.com/results?search_query=css+is+hindi,https://youtube.com/results?search_query=css+is+kannada,https://youtube.com/results?search_query=css+is+tamil,https://youtube.com/results?search_query=css+is+telugu
Css,Advanced,How do cascade layers (@layer) affect specificity when two rules target the same element?,Later layers always override earlier ones regardless of specificity,Layer order has no effect — specificity still wins,Only !important in later layers wins,Only @layer base wins,B,Within the same layer specificity decides; across layers the last declared layer wins (source order or @layer statement order).,https://developer.mozilla.org/en-US/docs/Web/CSS/@layer,https://youtube.com/results?search_query=css+cascade+layers+order,https://youtube.com/results?search_query=css+layer+hindi,https://youtube.com/results?search_query=css+layer+kannada,https://youtube.com/results?search_query=css+layer+tamil,https://youtube.com/results?search_query=css+layer+telugu
Css,Advanced,In which scenario would you use @layer to manage third-party CSS?,To completely disable third-party styles,To place your reset/normalize in a low-priority layer and your utilities in a high-priority layer,B,To increase third-party specificity,C,@layer lets you define order: e.g. @layer base { normalize } @layer theme { your-styles } @layer utilities { tailwind-like },,https://developer.mozilla.org/en-US/docs/Web/CSS/@layer,https://youtube.com/results?search_query=css+layer+third-party,https://youtube.com/results?search_query=css+layer+third+hindi,https://youtube.com/results?search_query=css+layer+third+kannada,https://youtube.com/results?search_query=css+layer+third+tamil,https://youtube.com/results?search_query=css+layer+third+telugu
Css,Advanced,Which Houdini feature (@property) allows custom properties to be animated smoothly?,@custom-property,@define-property,@property,@var-property,C,@property registers a custom property with syntax, inherits, and initial-value — enabling proper animation.,https://developer.mozilla.org/en-US/docs/Web/CSS/@property,https://youtube.com/results?search_query=css+property+houdini+animation,https://youtube.com/results?search_query=css+property+hindi,https://youtube.com/results?search_query=css+property+kannada,https://youtube.com/results?search_query=css+property+tamil,https://youtube.com/results?search_query=css+property+telugu
Css,Advanced,What is the main advantage of container queries over media queries for card components?,They adapt to viewport size,They adapt to the size of their immediate parent container,B,They are slower,C,Container queries make components responsive based on their own container — perfect for reusable cards.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_container_queries,https://youtube.com/results?search_query=css+container+queries+vs+media,https://youtube.com/results?search_query=css+container+queries+hindi,https://youtube.com/results?search_query=css+container+queries+kannada,https://youtube.com/results?search_query=css+container+queries+tamil,https://youtube.com/results?search_query=css+container+queries+telugu
Css,Advanced,Which container query length unit is 1% of the container’s block size?,cqw,cqi,cqh,cqb,C,cqh = 1% of container height (block size in horizontal writing mode).,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_container_queries/Container_query_length_units,https://youtube.com/results?search_query=css+container+query+units+cqh,https://youtube.com/results?search_query=css+cqh+hindi,https://youtube.com/results?search_query=css+cqh+kannada,https://youtube.com/results?search_query=css+cqh+tamil,https://youtube.com/results?search_query=css+cqh+telugu
Css,Advanced,What is the correct syntax for a container query that applies when the container is narrower than 500px?,@container (width < 500px) { … },@media (max-width: 500px) { … },@container (max-width: 500px) { … },@container-size (width < 500px) { … },A,Container queries use plain (width < 500px) or (inline-size < 500px).,https://developer.mozilla.org/en-US/docs/Web/CSS/@container,https://youtube.com/results?search_query=css+container+query+syntax,https://youtube.com/results?search_query=css+container+syntax+hindi,https://youtube.com/results?search_query=css+container+syntax+kannada,https://youtube.com/results?search_query=css+container+syntax+tamil,https://youtube.com/results?search_query=css+container+syntax+telugu
Css,Advanced,How does grid-template-rows: subgrid work in a nested grid?,It lets the child use the parent’s row tracks exactly,B,It creates new row tracks in the child,C,It merges child rows into parent,D,subgrid aligns child rows perfectly with parent row lines.,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_grid_layout/Subgrid,https://youtube.com/results?search_query=css+grid+subgrid+rows,https://youtube.com/results?search_query=css+subgrid+hindi,https://youtube.com/results?search_query=css+subgrid+kannada,https://youtube.com/results?search_query=css+subgrid+tamil,https://youtube.com/results?search_query=css+subgrid+telugu
Css,Advanced,What is the purpose of masonry layout in CSS Grid (experimental)?,Automatic vertical packing like Pinterest,Horizontal packing only,Equal height columns,Fixed row heights,A,masonry auto-packs items vertically to fill gaps (column-fill style).,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_grid_layout/Masonry_layout,https://youtube.com/results?search_query=css+grid+masonry+layout,https://youtube.com/results?search_query=css+masonry+hindi,https://youtube.com/results?search_query=css+masonry+kannada,https://youtube.com/results?search_query=css+masonry+tamil,https://youtube.com/results?search_query=css+masonry+telugu
Css,Advanced,Which value of grid-auto-flow fills empty spaces left by large items?,dense,sparse,pack,fill,B,dense backfills gaps with later smaller items.,https://developer.mozilla.org/en-US/docs/Web/CSS/grid-auto-flow,https://youtube.com/results?search_query=css+grid+dense+packing,https://youtube.com/results?search_query=css+dense+hindi,https://youtube.com/results?search_query=css+dense+kannada,https://youtube.com/results?search_query=css+dense+tamil,https://youtube.com/results?search_query=css+dense+telugu
Css,Advanced,In flexbox, what does align-content: space-evenly do when items wrap?,Distributes space only between lines,Distributes equal space around each line including start & end,B,Distributes space only between items,C,space-evenly gives perfectly equal space before, between, and after wrapped lines.,https://developer.mozilla.org/en-US/docs/Web/CSS/align-content,https://youtube.com/results?search_query=css+align-content+space-evenly,https://youtube.com/results?search_query=css+space+evenly+hindi,https://youtube.com/results?search_query=css+space+evenly+kannada,https://youtube.com/results?search_query=css+space+evenly+tamil,https://youtube.com/results?search_query=css+space+evenly+telugu
Css,Advanced,Why is gap preferred over margin on flex/grid containers in modern CSS?,gap adds space around the container too,gap only adds space between items (no double margins),gap requires vendor prefixes,gap disables wrapping,B,gap avoids collapsing margins and double spacing at edges.,https://developer.mozilla.org/en-US/docs/Web/CSS/gap,https://youtube.com/results?search_query=css+gap+vs+margin+flex,https://youtube.com/results?search_query=css+gap+hindi,https://youtube.com/results?search_query=css+gap+kannada,https://youtube.com/results?search_query=css+gap+tamil,https://youtube.com/results?search_query=css+gap+telugu
Css,Advanced,Which property can prevent layout shift caused by async-loaded images?,aspect-ratio on the image container,width + height attributes on <img>,loading="lazy",Both A and B,D,Combining intrinsic aspect-ratio + width/height attributes prevents reflow when images load.,https://developer.mozilla.org/en-US/docs/Web/CSS/aspect-ratio,https://youtube.com/results?search_query=css+prevent+layout+shift+images,https://youtube.com/results?search_query=css+layout+shift+hindi,https://youtube.com/results?search_query=css+layout+shift+kannada,https://youtube.com/results?search_query=css+layout+shift+tamil,https://youtube.com/results?search_query=css+layout+shift+telugu
Css,Advanced,What does content-visibility: auto + contain-intrinsic-size="1000px 500px" achieve?,Renders the element only when near viewport (great for long lists),Forces immediate rendering,Hides the element forever,Disables compositing,A,This combo skips rendering offscreen content → huge performance gain on long pages.,https://developer.mozilla.org/en-US/docs/Web/CSS/content-visibility,https://youtube.com/results?search_query=css+content-visibility+performance,https://youtube.com/results?search_query=css+content+visibility+hindi,https://youtube.com/results?search_query=css+content+visibility+kannada,https://youtube.com/results?search_query=css+content+visibility+tamil,https://youtube.com/results?search_query=css+content+visibility+telugu
Css,Advanced,Which contain value is the strongest form of containment?,contain: size,contain: layout,contain: paint,contain: strict,D,strict combines size + layout + paint + style containment — maximum isolation.,https://developer.mozilla.org/en-US/docs/Web/CSS/contain,https://youtube.com/results?search_query=css+contain+strict,https://youtube.com/results?search_query=css+contain+hindi,https://youtube.com/results?search_query=css+contain+kannada,https://youtube.com/results?search_query=css+contain+tamil,https://youtube.com/results?search_query=css+contain+telugu
Css,Advanced,Why should will-change: transform be used sparingly?,It permanently uses GPU memory,It can cause jank if overused,B,It disables optimizations,C,will-change promotes layers early — too many can increase memory usage and slow initial paint.,https://developer.mozilla.org/en-US/docs/Web/CSS/will-change,https://youtube.com/results?search_query=css+will-change+best+practices,https://youtube.com/results?search_query=css+will+change+hindi,https://youtube.com/results?search_query=css+will+change+kannada,https://youtube.com/results?search_query=css+will+change+tamil,https://youtube.com/results?search_query=css+will+change+telugu
Css,Advanced,Which logical property replaces margin-top and margin-bottom?,margin-block,margin-inline,block-margin,margin-logical,A,margin-block is the logical equivalent of top + bottom (adapts to writing-mode).,https://developer.mozilla.org/en-US/docs/Web/CSS/margin-block,https://youtube.com/results?search_query=css+logical+properties+margin-block,https://youtube.com/results?search_query=css+margin+block+hindi,https://youtube.com/results?search_query=css+margin+block+kannada,https://youtube.com/results?search_query=css+margin+block+tamil,https://youtube.com/results?search_query=css+margin+block+telugu
Css,Advanced,What does writing-mode: sideways-lr do?,Text flows vertically from left to right,Makes text flow sideways left-to-right,B,Makes text flow top-to-bottom but left-to-right,C,sideways-lr rotates text sideways while keeping line progression left-to-right.,https://developer.mozilla.org/en-US/docs/Web/CSS/writing-mode,https://youtube.com/results?search_query=css+writing-mode+sideways-lr,https://youtube.com/results?search_query=css+sideways+lr+hindi,https://youtube.com/results?search_query=css+sideways+lr+kannada,https://youtube.com/results?search_query=css+sideways+lr+tamil,https://youtube.com/results?search_query=css+sideways+lr+telugu
Css,Advanced,Which property customizes the accent color of checkboxes, radios, and range sliders?,accent-color,form-accent,control-accent,theme-color,A,accent-color changes the color of native form control indicators.,https://developer.mozilla.org/en-US/docs/Web/CSS/accent-color,https://youtube.com/results?search_query=css+accent-color+form+controls,https://youtube.com/results?search_query=css+accent+color+hindi,https://youtube.com/results?search_query=css+accent+color+kannada,https://youtube.com/results?search_query=css+accent+color+tamil,https://youtube.com/results?search_query=css+accent+color+telugu
Css,Advanced,What does color-contrast() help solve?,Automatic dark/light text color choice for accessibility,Blending two colors,Converting color spaces,Reducing file size,A,color-contrast() picks the best contrasting color from a list for a given background.,https://developer.mozilla.org/en-US/docs/Web/CSS/color_value/color-contrast,https://youtube.com/results?search_query=css+color-contrast+accessibility,https://youtube.com/results?search_query=css+color+contrast+hindi,https://youtube.com/results?search_query=css+color+contrast+kannada,https://youtube.com/results?search_query=css+color+contrast+tamil,https://youtube.com/results?search_query=css+color+contrast+telugu
Css,Advanced,Which function mixes colors in a chosen color space (LCH, srgb, etc.)?,mix(),color-mix(),blend(),color-blend(),B,color-mix(in lch, blue 60%, yellow 40%) mixes accurately in the specified space.,https://developer.mozilla.org/en-US/docs/Web/CSS/color_value/color-mix,https://youtube.com/results?search_query=css+color-mix+function,https://youtube.com/results?search_query=css+color+mix+hindi,https://youtube.com/results?search_query=css+color+mix+kannada,https://youtube.com/results?search_query=css+color+mix+tamil,https://youtube.com/results?search_query=css+color+mix+telugu


skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
