"Go","Basic","What is the basic structure of a Go program?","Program structure","Main package","Go program","A","package main; import statements; func main() { }","Program Structure","https://golang.org/doc/effective_go","https://youtube.com/results?search_query=go+program+structure","https://youtube.com/results?search_query=go+program+structure+hindi","https://youtube.com/results?search_query=go+program+structure+kannada","https://youtube.com/results?search_query=go+program+structure+tamil","https://youtube.com/results?search_query=go+program+structure+telugu"
"Go","Basic","What are maps in Go?","Maps","Dictionaries","Hash tables","A","Key-value pairs: map[string]int{\"a\": 1, \"b\": 2}","Maps","https://golang.org/ref/spec#Map_types","https://youtube.com/results?search_query=go+maps","https://youtube.com/results?search_query=go+maps+hindi","https://youtube.com/results?search_query=go+maps+kannada","https://youtube.com/results?search_query=go+maps+tamil","https://youtube.com/results?search_query=go+maps+telugu"
"Go","Basic","How do you iterate over arrays/slices/maps?","Iteration","Range loop","For range","A","for index, value := range slice { } or for key, value := range map { }","Range Loop","https://golang.org/ref/spec#For_range","https://youtube.com/results?search_query=go+range+loop","https://youtube.com/results?search_query=go+range+loop+hindi","https://youtube.com/results?search_query=go+range+loop+kannada","https://youtube.com/results?search_query=go+range+loop+tamil","https://youtube.com/results?search_query=go+range+loop+telugu"
"Go","Basic","How do you create instances of structs?","Struct instances","Object creation","New struct","A","person := Person{Name: \"John\", Age: 30} or var person Person then set fields","Struct Instances","https://golang.org/ref/spec#Struct_types","https://youtube.com/results?search_query=go+struct+instances","https://youtube.com/results?search_query=go+struct+instances+hindi","https://youtube.com/results?search_query=go+struct+instances+kannada","https://youtube.com/results?search_query=go+struct+instances+tamil","https://youtube.com/results?search_query=go+struct+instances+telugu"
"Go","Basic","What is new() function in Go?","New function","Pointer allocation","Memory allocation","A","new(Type) allocates memory, zeroes it, returns *Type","new Function","https://golang.org/pkg/builtin/#new","https://youtube.com/results?search_query=go+new+function","https://youtube.com/results?search_query=go+new+function+hindi","https://youtube.com/results?search_query=go+new+function+kannada","https://youtube.com/results?search_query=go+new+function+tamil","https://youtube.com/results?search_query=go+new+function+telugu"
"Go","Basic","What is make() function in Go?","Make function","Slice map channel","Initialization","A","make(Type, size) creates slices, maps, channels (not for arrays/structs)","make Function","https://golang.org/pkg/builtin/#make","https://youtube.com/results?search_query=go+make+function","https://youtube.com/results?search_query=go+make+function+hindi","https://youtube.com/results?search_query=go+make+function+kannada","https://youtube.com/results?search_query=go+make+function+tamil","https://youtube.com/results?search_query=go+make+function+telugu"
"Go","Basic","What is type switch in Go?","Type switch","Type checking","Switch on type","A","switch v := i.(type) { case int: case string: default: }","Type Switch","https://golang.org/ref/spec#Type_switches","https://youtube.com/results?search_query=go+type+switch","https://youtube.com/results?search_query=go+type+switch+hindi","https://youtube.com/results?search_query=go+type+switch+kannada","https://youtube.com/results?search_query=go+type+switch+tamil","https://youtube.com/results?search_query=go+type+switch+telugu"
"Go","Basic","How do you send and receive on channels?","Channel operations","Send receive","Communication","A","Send: ch <- value, Receive: value := <-ch","Channel Operations","https://golang.org/ref/spec#Send_statements","https://youtube.com/results?search_query=go+channel+operations","https://youtube.com/results?search_query=go+channel+operations+hindi","https://youtube.com/results?search_query=go+channel+operations+kannada","https://youtube.com/results?search_query=go+channel+operations+tamil","https://youtube.com/results?search_query=go+channel+operations+telugu"
"Go","Basic","What is select statement in Go?","Select statement","Multiple channels","Channel selection","A","Waits on multiple channel operations: select { case <-ch1: case ch2 <- value: }","Select Statement","https://golang.org/ref/spec#Select_statements","https://youtube.com/results?search_query=go+select+statement","https://youtube.com/results?search_query=go+select+statement+hindi","https://youtube.com/results?search_query=go+select+statement+kannada","https://youtube.com/results?search_query=go+select+statement+tamil","https://youtube.com/results?search_query=go+select+statement+telugu"
"Go","Basic","How do you build a Go program?","Build program","Compilation","Executable","A","go build compiles package and dependencies, produces executable","Build Program","https://golang.org/cmd/go/#hdr-Compile_packages_and_dependencies","https://youtube.com/results?search_query=go+build+program","https://youtube.com/results?search_query=go+build+program+hindi","https://youtube.com/results?search_query=go+build+program+kannada","https://youtube.com/results?search_query=go+build+program+tamil","https://youtube.com/results?search_query=go+build+program+telugu"
"Go","Basic","What is panic in Go?","Panic","Runtime error","Program crash","A","panic(message) stops normal execution, begins panicking","Panic","https://golang.org/pkg/builtin/#panic","https://youtube.com/results?search_query=go+panic","https://youtube.com/results?search_query=go+panic+hindi","https://youtube.com/results?search_query=go+panic+kannada","https://youtube.com/results?search_query=go+panic+tamil","https://youtube.com/results?search_query=go+panic+telugu"
"Go","Basic","What is value vs pointer receiver?","Value pointer receiver","Method types","Receiver types","A","Value receiver works on copy, pointer receiver works on original","Value vs Pointer Receiver","https://golang.org/doc/effective_go#methods","https://youtube.com/results?search_query=go+value+pointer+receiver","https://youtube.com/results?search_query=go+value+pointer+receiver+hindi","https://youtube.com/results?search_query=go+value+pointer+receiver+kannada","https://youtube.com/results?search_query=go+value+pointer+receiver+tamil","https://youtube.com/results?search_query=go+value+pointer+receiver+telugu"
"Go","Basic","What is blank identifier in Go?","Blank identifier","Ignore values","Underscore","A","_ used to ignore values: _, err := functionReturningValueAndError()","Blank Identifier","https://golang.org/doc/effective_go#blank","https://youtube.com/results?search_query=go+blank+identifier","https://youtube.com/results?search_query=go+blank+identifier+hindi","https://youtube.com/results?search_query=go+blank+identifier+kannada","https://youtube.com/results?search_query=go+blank+identifier+tamil","https://youtube.com/results?search_query=go+blank+identifier+telugu"
"Go","Basic","What is iota in Go?","Iota","Enumeration","Constant generator","A","iota generates successive integer constants: const ( A = iota B C )","Iota","https://golang.org/ref/spec#Iota","https://youtube.com/results?search_query=go+iota","https://youtube.com/results?search_query=go+iota+hindi","https://youtube.com/results?search_query=go+iota+kannada","https://youtube.com/results?search_query=go+iota+tamil","https://youtube.com/results?search_query=go+iota+telugu"
"Go","Basic","What is type alias in Go?","Type alias","Type definition","New name","A","type MyInt = int creates alias, type MyInt int creates new type","Type Alias","https://golang.org/ref/spec#Type_declarations","https://youtube.com/results?search_query=go+type+alias","https://youtube.com/results?search_query=go+type+alias+hindi","https://youtube.com/results?search_query=go+type+alias+kannada","https://youtube.com/results?search_query=go+type+alias+tamil","https://youtube.com/results?search_query=go+type+alias+telugu"
"Go","Basic","What are string literals in Go?","String literals","Quoted strings","Text values","A","double quotes for interpreted strings, `backticks` for raw strings","String Literals","https://golang.org/ref/spec#String_literals","https://youtube.com/results?search_query=go+string+literals","https://youtube.com/results?search_query=go+string+literals+hindi","https://youtube.com/results?search_query=go+string+literals+kannada","https://youtube.com/results?search_query=go+string+literals+tamil","https://youtube.com/results?search_query=go+string+literals+telugu"
"Go","Basic","What is strconv package in Go?","String conversion","Parsing","Formatting","A","Standard library for string conversions: Atoi, Itoa, ParseFloat, etc.","Strconv Package","https://pkg.go.dev/strconv","https://youtube.com/results?search_query=go+strconv+package","https://youtube.com/results?search_query=go+strconv+package+hindi","https://youtube.com/results?search_query=go+strconv+package+kannada","https://youtube.com/results?search_query=go+strconv+package+tamil","https://youtube.com/results?search_query=go+strconv+package+telugu"
"Go","Basic","What is os package in Go?","OS package","Operating system","System interaction","A","Standard library for OS functionality: file operations, environment, etc.","OS Package","https://pkg.go.dev/os","https://youtube.com/results?search_query=go+os+package","https://youtube.com/results?search_query=go+os+package+hindi","https://youtube.com/results?search_query=go+os+package+kannada","https://youtube.com/results?search_query=go+os+package+tamil","https://youtube.com/results?search_query=go+os+package+telugu"
"Go","Basic","What is file handling in Go?","File operations","Reading writing","File I/O","A","Use os.Open(), os.Create(), ioutil.ReadFile(), etc.","File Handling","https://golang.org/pkg/os/#Open","https://youtube.com/results?search_query=go+file+handling","https://youtube.com/results?search_query=go+file+handling+hindi","https://youtube.com/results?search_query=go+file+handling+kannada","https://youtube.com/results?search_query=go+file+handling+tamil","https://youtube.com/results?search_query=go+file+handling+telugu"
"Go","Basic","What is ioutil package in Go? (Deprecated)","I/O utilities","File utilities","Deprecated","A","I/O utility functions (deprecated, use os and io packages)","Ioutil Package","https://golang.org/pkg/io/ioutil/","https://youtube.com/results?search_query=go+ioutil+package","https://youtube.com/results?search_query=go+ioutil+package+hindi","https://youtube.com/results?search_query=go+ioutil+package+kannada","https://youtube.com/results?search_query=go+ioutil+package+tamil","https://youtube.com/results?search_query=go+ioutil+package+telugu"
"Go","Basic","How do you create HTTP server in Go?","HTTP server","Web server","Server creation","A","http.HandleFunc(\"/\", handler); http.ListenAndServe(\":8080\", nil)","HTTP Server","https://golang.org/doc/articles/wiki/","https://youtube.com/results?search_query=go+http+server","https://youtube.com/results?search_query=go+http+server+hindi","https://youtube.com/results?search_query=go+http+server+kannada","https://youtube.com/results?search_query=go+http+server+tamil","https://youtube.com/results?search_query=go+http+server+telugu"
"Go","Basic","What is context package in Go?","Context","Request context","Cancellation","A","Standard library for request-scoped values, cancellation, deadlines","Context Package","https://golang.org/pkg/context/","https://youtube.com/results?search_query=go+context+package","https://youtube.com/results?search_query=go+context+package+hindi","https://youtube.com/results?search_query=go+context+package+kannada","https://youtube.com/results?search_query=go+context+package+tamil","https://youtube.com/results?search_query=go+context+package+telugu"
"Go","Basic","What is sync package in Go?","Synchronization","Concurrency primitives","Mutex","A","Standard library for synchronization primitives: Mutex, WaitGroup, etc.","Sync Package","https://golang.org/pkg/sync/","https://youtube.com/results?search_query=go+sync+package","https://youtube.com/results?search_query=go+sync+package+hindi","https://youtube.com/results?search_query=go+sync+package+kannada","https://youtube.com/results?search_query=go+sync+package+tamil","https://youtube.com/results?search_query=go+sync+package+telugu"
"Go","Basic","What is the Go Playground?","Online editor","Code sandbox","Web IDE","A","Online environment at play.golang.org for writing, running, sharing Go code","Go Playground","https://play.golang.org/","https://youtube.com/results?search_query=go+playground","https://youtube.com/results?search_query=go+playground+hindi","https://youtube.com/results?search_query=go+playground+kannada","https://youtube.com/results?search_query=go+playground+tamil","https://youtube.com/results?search_query=go+playground+telugu"
"Go","Basic","What is goimports tool?","Import management","Format imports","Auto imports","A","Tool that updates Go import lines, adding missing ones and removing unused","Goimports Tool","https://pkg.go.dev/golang.org/x/tools/cmd/goimports","https://youtube.com/results?search_query=go+goimports+tool","https://youtube.com/results?search_query=go+goimports+tool+hindi","https://youtube.com/results?search_query=go+goimports+tool+kannada","https://youtube.com/results?search_query=go+goimports+tool+tamil","https://youtube.com/results?search_query=go+goimports+tool+telugu"
"Go","Basic","What is static typing in Go?","Static typing","Type safety","Compile-time types","A","Types checked at compile time, cannot change at runtime","Static Typing","https://golang.org/doc/faq#What_is_the_difference_between_statically_typed_and_dynamically_typed_languages","https://youtube.com/results?search_query=go+static+typing","https://youtube.com/results?search_query=go+static+typing+hindi","https://youtube.com/results?search_query=go+static+typing+kannada","https://youtube.com/results?search_query=go+static+typing+tamil","https://youtube.com/results?search_query=go+static+typing+telugu"
"Go","Basic","What is the difference between Go and other languages?","Go comparison","Language features","Unique aspects","A","Go has goroutines, channels, garbage collection, simplicity, fast compilation","Go vs Others","https://golang.org/doc/faq#Comparing_Go_to_other_languages","https://youtube.com/results?search_query=go+vs+other+languages","https://youtube.com/results?search_query=go+vs+other+languages+hindi","https://youtube.com/results?search_query=go+vs+other+languages+kannada","https://youtube.com/results?search_query=go+vs+other+languages+tamil","https://youtube.com/results?search_query=go+vs+other+languages+telugu"
"Go","Basic","What is the Go community like?","Community","Open source","Ecosystem","A","Vibrant community with many libraries, tools, and active development","Go Community","https://golang.org/help/","https://youtube.com/results?search_query=go+community","https://youtube.com/results?search_query=go+community+hindi","https://youtube.com/results?search_query=go+community+kannada","https://youtube.com/results?search_query=go+community+tamil","https://youtube.com/results?search_query=go+community+telugu"
"Go","Basic","What is the future of Go?","Go future","Roadmap","Development","A","Continued development by Google and community, focus on simplicity and performance","Go Future","https://blog.golang.org/","https://youtube.com/results?search_query=go+future","https://youtube.com/results?search_query=go+future+hindi","https://youtube.com/results?search_query=go+future+kannada","https://youtube.com/results?search_query=go+future+tamil","https://youtube.com/results?search_query=go+future+telugu"


"Go","Basic","What does the 'go' keyword do in Go?","Starts a new goroutine","Compiles the program","Imports a package","Defines a function","A","The 'go' keyword launches a function call as a lightweight concurrent goroutine","Goroutines","https://go.dev/tour/concurrency/1","https://youtube.com/results?search_query=go+keyword+goroutine","https://youtube.com/results?search_query=go+keyword+hindi","https://youtube.com/results?search_query=go+keyword+kannada","https://youtube.com/results?search_query=go+keyword+tamil","https://youtube.com/results?search_query=go+keyword+telugu"
"Go","Basic","What is the default stack size of a new goroutine?","~2 KB","1 MB","8 KB","4 KB","A","New goroutines start with a very small stack (~2 KB) that grows automatically as needed","Goroutines","https://go.dev/doc/faq#goroutines","https://youtube.com/results?search_query=go+goroutine+stack+size","https://youtube.com/results?search_query=go+stack+size+hindi","https://youtube.com/results?search_query=go+stack+size+kannada","https://youtube.com/results?search_query=go+stack+size+tamil","https://youtube.com/results?search_query=go+stack+size+telugu"
"Go","Basic","What is the purpose of sync.WaitGroup?","Wait for a group of goroutines to finish","Lock shared resources","Send signals between goroutines","Create buffered channels","A","WaitGroup lets you wait until a collection of goroutines completes their work","Concurrency","https://pkg.go.dev/sync#WaitGroup","https://youtube.com/results?search_query=go+waitgroup+basic","https://youtube.com/results?search_query=go+waitgroup+hindi","https://youtube.com/results?search_query=go+waitgroup+kannada","https://youtube.com/results?search_query=go+waitgroup+tamil","https://youtube.com/results?search_query=go+waitgroup+telugu"
"Go","Basic","How do you signal that a goroutine has finished using WaitGroup?","wg.Done()","wg.Finish()","wg.Complete()","wg.Signal()","A","Call wg.Done() when a goroutine finishes its work (usually with defer)","Concurrency","https://pkg.go.dev/sync#WaitGroup","https://youtube.com/results?search_query=go+waitgroup+done","https://youtube.com/results?search_query=go+done+hindi","https://youtube.com/results?search_query=go+done+kannada","https://youtube.com/results?search_query=go+done+tamil","https://youtube.com/results?search_query=go+done+telugu"
"Go","Basic","What is a channel in Go?","A pipe for safe communication between goroutines","A type of array","A synchronization lock","A way to create threads","A","Channels allow goroutines to send and receive values with synchronization","Channels","https://go.dev/tour/concurrency/2","https://youtube.com/results?search_query=go+channels+basic","https://youtube.com/results?search_query=go+channels+hindi","https://youtube.com/results?search_query=go+channels+kannada","https://youtube.com/results?search_query=go+channels+tamil","https://youtube.com/results?search_query=go+channels+telugu"
"Go","Basic","How do you create an unbuffered channel?","make(chan int)","chan int{}","new(chan int)","make(chan int, 0)","A","make(chan Type) creates an unbuffered (synchronous) channel","Channels","https://go.dev/ref/spec#Channel_types","https://youtube.com/results?search_query=go+create+channel","https://youtube.com/results?search_query=go+channel+create+hindi","https://youtube.com/results?search_query=go+channel+create+kannada","https://youtube.com/results?search_query=go+channel+create+tamil","https://youtube.com/results?search_query=go+channel+create+telugu"
"Go","Basic","What is the main difference between buffered and unbuffered channels?","Buffered allows sending without receiver up to capacity","Unbuffered is faster","Buffered cannot send values","Unbuffered is deprecated","A","Unbuffered blocks until both sender and receiver are ready; buffered does not (up to size)","Channels","https://go.dev/tour/concurrency/3","https://youtube.com/results?search_query=go+buffered+vs+unbuffered","https://youtube.com/results?search_query=buffered+vs+unbuffered+hindi","https://youtube.com/results?search_query=buffered+vs+unbuffered+kannada","https://youtube.com/results?search_query=buffered+vs+unbuffered+tamil","https://youtube.com/results?search_query=buffered+vs+unbuffered+telugu"
"Go","Basic","What happens when you send to a full buffered channel?","Blocks until space is available","Panics immediately","Discards the value","Returns error","A","Send blocks when buffer is full, just like unbuffered when no receiver","Channels","https://go.dev/ref/spec#Channel_types","https://youtube.com/results?search_query=go+full+channel","https://youtube.com/results?search_query=go+full+channel+hindi","https://youtube.com/results?search_query=go+full+channel+kannada","https://youtube.com/results?search_query=go+full+channel+tamil","https://youtube.com/results?search_query=go+full+channel+telugu"
"Go","Basic","How do you receive a value from a channel?","<-ch","ch <-","receive ch","ch.receive()","A","value := <-ch receives (and removes) the value from the channel","Channels","https://go.dev/ref/spec#Channel_types","https://youtube.com/results?search_query=go+receive+from+channel","https://youtube.com/results?search_query=go+receive+hindi","https://youtube.com/results?search_query=go+receive+kannada","https://youtube.com/results?search_query=go+receive+tamil","https://youtube.com/results?search_query=go+receive+telugu"
"Go","Basic","What does the comma-ok idiom do when receiving from a channel?","Checks if channel is closed","Checks if value is valid","Checks buffer size","Checks type","A","v, ok := <-ch; ok is false when channel is closed and empty","Channels","https://go.dev/ref/spec#Channel_types","https://youtube.com/results?search_query=go+comma+ok+channel","https://youtube.com/results?search_query=go+comma+ok+hindi","https://youtube.com/results?search_query=go+comma+ok+kannada","https://youtube.com/results?search_query=go+comma+ok+tamil","https://youtube.com/results?search_query=go+comma+ok+telugu"
"Go","Basic","How do you close a channel?","close(ch)","ch.close()","close chan ch","end(ch)","A","close(ch) signals no more values will be sent (safe to call multiple times)","Channels","https://go.dev/ref/spec#Close","https://youtube.com/results?search_query=go+close+channel","https://youtube.com/results?search_query=go+close+channel+hindi","https://youtube.com/results?search_query=go+close+channel+kannada","https://youtube.com/results?search_query=go+close+channel+tamil","https://youtube.com/results?search_query=go+close+channel+telugu"
"Go","Basic","What happens if you send on a closed channel?","Panic","Blocks forever","Value is discarded","Returns error","A","Sending on a closed channel causes a runtime panic","Channels","https://go.dev/ref/spec#Channel_types","https://youtube.com/results?search_query=go+send+closed+channel","https://youtube.com/results?search_query=go+send+closed+hindi","https://youtube.com/results?search_query=go+send+closed+kannada","https://youtube.com/results?search_query=go+send+closed+tamil","https://youtube.com/results?search_query=go+send+closed+telugu"
"Go","Basic","Who is responsible for closing a channel in most patterns?","The sender","The receiver","Both","Nobody — channels close automatically","A","Convention: sender closes the channel after last send","Channels","https://go.dev/blog/pipelines","https://youtube.com/results?search_query=go+who+closes+channel","https://youtube.com/results?search_query=go+close+channel+owner+hindi","https://youtube.com/results?search_query=go+close+channel+owner+kannada","https://youtube.com/results?search_query=go+close+channel+owner+tamil","https://youtube.com/results?search_query=go+close+channel+owner+telugu"
"Go","Basic","What does defer do in Go?","Schedules a function call to run when the surrounding function returns","Immediately calls the function","Skips the function","Cancels the function","A","defer pushes calls onto a stack — they run in LIFO order when function exits","Defer","https://go.dev/ref/spec#Defer_statements","https://youtube.com/results?search_query=go+defer+basic","https://youtube.com/results?search_query=go+defer+hindi","https://youtube.com/results?search_query=go+defer+kannada","https://youtube.com/results?search_query=go+defer+tamil","https://youtube.com/results?search_query=go+defer+telugu"
"Go","Basic","Why is defer often used with file.Close() or mutex.Unlock()?","To guarantee cleanup even on early return or panic","To make code run faster","To avoid using channels","To replace error handling","A","defer ensures resources are released no matter how the function exits","Defer","https://go.dev/ref/spec#Defer_statements","https://youtube.com/results?search_query=go+defer+file+close","https://youtube.com/results?search_query=go+defer+close+hindi","https://youtube.com/results?search_query=go+defer+close+kannada","https://youtube.com/results?search_query=go+defer+close+tamil","https://youtube.com/results?search_query=go+defer+close+telugu"
"Go","Basic","In what order do deferred functions run?","LIFO (last deferred runs first)","FIFO (first deferred runs first)","Random order","Alphabetical order","A","Deferred calls are executed in last-in-first-out order","Defer","https://go.dev/ref/spec#Defer_statements","https://youtube.com/results?search_query=go+defer+order","https://youtube.com/results?search_query=go+defer+order+hindi","https://youtube.com/results?search_query=go+defer+order+kannada","https://youtube.com/results?search_query=go+defer+order+tamil","https://youtube.com/results?search_query=go+defer+order+telugu"
"Go","Basic","How do you recover from a panic in Go?","Use recover() inside a deferred function","Use try/catch block","Use if err != nil","Use panic handler","A","defer func() { if r := recover(); r != nil { // handle } }()","Panic & Recover","https://go.dev/ref/spec#Handling_panics","https://youtube.com/results?search_query=go+recover+panic","https://youtube.com/results?search_query=go+recover+hindi","https://youtube.com/results?search_query=go+recover+kannada","https://youtube.com/results?search_query=go+recover+tamil","https://youtube.com/results?search_query=go+recover+telugu"
"Go","Basic","What is the idiomatic way to handle errors in Go?","Return error as last value and check err != nil","Use exceptions","Use panic for all errors","Ignore errors","A","Explicit error returns are the standard pattern in Go","Error Handling","https://go.dev/blog/error-handling-and-go","https://youtube.com/results?search_query=go+error+handling+idiomatic","https://youtube.com/results?search_query=go+error+idiomatic+hindi","https://youtube.com/results?search_query=go+error+idiomatic+kannada","https://youtube.com/results?search_query=go+error+idiomatic+tamil","https://youtube.com/results?search_query=go+error+idiomatic+telugu"
"Go","Basic","What does the blank identifier (_) do?","Ignores a value or import","Declares unused variable","Creates anonymous function","Skips compilation","A","Used to ignore values or imports: import _ \"database/sql\" or _, err := ...","Blank Identifier","https://go.dev/doc/effective_go#blank","https://youtube.com/results?search_query=go+blank+identifier","https://youtube.com/results?search_query=go+blank+hindi","https://youtube.com/results?search_query=go+blank+kannada","https://youtube.com/results?search_query=go+blank+tamil","https://youtube.com/results?search_query=go+blank+telugu"
"Go","Basic","Why does Go not allow unused variables or imports?","To keep code clean and avoid bugs","To save memory","To make compilation faster","To support dynamic typing","A","Compiler enforces no unused declarations for readability and correctness","Language Rules","https://go.dev/ref/spec#Declarations_and_scope","https://youtube.com/results?search_query=go+unused+variable+rule","https://youtube.com/results?search_query=go+unused+hindi","https://youtube.com/results?search_query=go+unused+kannada","https://youtube.com/results?search_query=go+unused+tamil","https://youtube.com/results?search_query=go+unused+telugu"


"Go","Basic","What is a struct in Go?","A user-defined composite type to group related data","A built-in array type","A function container","A channel type","A","Structs group fields of different types under one name: type Person struct { Name string; Age int }","Structs","https://go.dev/ref/spec#Struct_types","https://youtube.com/results?search_query=go+struct+basic","https://youtube.com/results?search_query=go+struct+hindi","https://youtube.com/results?search_query=go+struct+kannada","https://youtube.com/results?search_query=go+struct+tamil","https://youtube.com/results?search_query=go+struct+telugu"
"Go","Basic","How do you create a struct instance?","Person{Name: \"Alice\", Age: 30}","new(Person)","Person{}","All of the above","D","All syntaxes are valid; literal is most common","Structs","https://go.dev/ref/spec#Struct_types","https://youtube.com/results?search_query=go+create+struct","https://youtube.com/results?search_query=go+create+struct+hindi","https://youtube.com/results?search_query=go+create+struct+kannada","https://youtube.com/results?search_query=go+create+struct+tamil","https://youtube.com/results?search_query=go+create+struct+telugu"
"Go","Basic","What is an anonymous struct in Go?","A struct defined and used without a type name","A struct with no fields","A struct inside a function","A struct with pointer fields","A","Anonymous structs are useful for one-off data grouping: var p = struct{Name string}{Name: \"Bob\"}","Structs","https://go.dev/ref/spec#Struct_types","https://youtube.com/results?search_query=go+anonymous+struct","https://youtube.com/results?search_query=go+anonymous+struct+hindi","https://youtube.com/results?search_query=go+anonymous+struct+kannada","https://youtube.com/results?search_query=go+anonymous+struct+tamil","https://youtube.com/results?search_query=go+anonymous+struct+telugu"
"Go","Basic","How do you access a field of a struct?","p.Name","p->Name","p.getName()","p.Name()","A","Use dot notation: person.Name","Structs","https://go.dev/ref/spec#Selectors","https://youtube.com/results?search_query=go+struct+field+access","https://youtube.com/results?search_query=go+field+access+hindi","https://youtube.com/results?search_query=go+field+access+kannada","https://youtube.com/results?search_query=go+field+access+tamil","https://youtube.com/results?search_query=go+field+access+telugu"
