skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
angular,intermediate,"What is the purpose of `markForCheck` in ChangeDetectorRef?","To immediately run change detection","To mark component for checking in next cycle","To detach from change detection","To reattach to change detection",B,"markForCheck notifies Angular that the component needs to be checked in the next cycle, useful with OnPush strategy.",https://angular.io/api/core/ChangeDetectorRef#markforcheck,https://youtube.com/results?search_query=angular+change+detection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"Which operator combines observables and emits the latest from each when any source emits?","forkJoin","combineLatest","merge","zip",B,"combineLatest emits an array of the latest values from each observable whenever any observable emits a new value.",https://rxjs.dev/api/index/function/combineLatest,https://youtube.com/results?search_query=angular+rxjs+combineLatest,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does `runOutsideAngular` do in NgZone?","Runs code inside Angular zone","Runs code outside Angular zone, preventing change detection","Triggers change detection","Creates a new zone",B,"runOutsideAngular executes a function outside the Angular zone, so async operations inside it do not trigger change detection.",https://angular.io/guide/zone#using-zonejs-to-handle-async-tasks,https://youtube.com/results?search_query=angular+ngzone,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a custom HTTP interceptor?","By extending HttpClient","By implementing HttpInterceptor and providing with HTTP_INTERCEPTORS","By using @Interceptor decorator","By adding to providers array",B,"An interceptor class implements HttpInterceptor with an intercept method and is provided using the multi-provider token HTTP_INTERCEPTORS.",https://angular.io/guide/http-intercept-requests-and-responses,https://youtube.com/results?search_query=angular+http+interceptor,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of the `@ContentChild` decorator?","To query a single element from the component's view","To query a single element from projected content","To query multiple view children","To query multiple content children",B,"@ContentChild queries for a single projected content element or directive within the component's content.",https://angular.io/api/core/ContentChild,https://youtube.com/results?search_query=angular+contentchild,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How can you implement multi-slot content projection?","Using multiple ng-content with select attributes","Using @ContentChildren","Using ViewContainerRef","Using ng-template",A,"Multiple <ng-content> elements with select attributes project content into different slots based on CSS selectors.",https://angular.io/guide/content-projection#select,https://youtube.com/results?search_query=angular+content+projection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the difference between `ViewChild` and `ContentChild`?","ViewChild queries projected content; ContentChild queries view","ViewChild queries view; ContentChild queries projected content","Both query the same","Both are deprecated",B,"ViewChild finds elements in the component's view, while ContentChild finds elements projected via <ng-content>.",https://angular.io/guide/viewchild,https://youtube.com/results?search_query=angular+viewchild+contentchild,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"Which operator handles errors and returns a fallback observable?","catchError","retry","finally","throwError",A,"catchError intercepts an error from the source observable and allows returning a new observable or rethrowing.",https://rxjs.dev/api/operators/catchError,https://youtube.com/results?search_query=angular+rxjs+error+handling,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a custom pipe that is impure?","Set pure: false in @Pipe","Set impure: true in @Pipe","Do not implement PipeTransform","Use @Injectable",A,"Impure pipes are created by setting the pure property to false. They run on every change detection cycle.",https://angular.io/guide/pipes-custom#impure-pipes,https://youtube.com/results?search_query=angular+pipes,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `forwardRef`?","To create a forward reference to an undefined type","To inject dependencies forward","To forward events","To create recursive components",A,"forwardRef references a class that hasn't been defined yet due to ordering, useful for circular dependencies.",https://angular.io/api/core/forwardRef,https://youtube.com/results?search_query=angular+forwardRef,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you implement a resolver in Angular routing?","By implementing CanActivate","By implementing Resolve interface","By using @Resolver decorator","By adding resolve property to route",B,"A resolver implements the Resolve interface and defines a resolve method that fetches data before route activation.",https://angular.io/guide/router#resolve-pre-fetching-component-data,https://youtube.com/results?search_query=angular+resolvers,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does `distinctUntilChanged` operator do?","Emits only when value changes from previous","Emits all distinct values","Removes duplicates from array","Filters based on key",A,"distinctUntilChanged compares the current emission with the last one and emits only if they are different.",https://rxjs.dev/api/operators/distinctUntilChanged,https://youtube.com/results?search_query=angular+rxjs+operators,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How can you create a custom form control that works with reactive forms?","Extend FormControl","Implement ControlValueAccessor and provide NG_VALUE_ACCESSOR","Use @Input and @Output","Create a directive",B,"Custom form controls must implement ControlValueAccessor and be registered with the NG_VALUE_ACCESSOR provider.",https://angular.io/guide/built-in-directives#ngmodel,https://youtube.com/results?search_query=angular+custom+form+control,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `@Optional` decorator?","Makes dependency required","Makes dependency optional, injecting null if not found","Provides default value","Skips injector",B,"@Optional tells Angular to inject null if no provider is found, instead of throwing an error.",https://angular.io/guide/dependency-injection-in-action#optional,https://youtube.com/results?search_query=angular+dependency+injection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you preload lazy-loaded modules?","Set preload: true in routes","Use PreloadAllModules strategy","Import modules eagerly","Use @Preload decorator",B,"Angular provides PreloadAllModules as a built-in preloading strategy that loads all lazy modules after initial load.",https://angular.io/guide/router#preloading,https://youtube.com/results?search_query=angular+preloading,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the role of Renderer2?","Direct DOM manipulation","Safe DOM manipulation with platform support","Creating components","Handling events",B,"Renderer2 provides an abstraction for DOM manipulations, ensuring they work in different environments like web workers or SSR.",https://angular.io/api/core/Renderer2,https://youtube.com/results?search_query=angular+renderer2,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a dynamic component at runtime?","Using *ngIf","Using ComponentFactoryResolver and ViewContainerRef","Using ng-content","Using @Component",B,"Dynamic components are created using ComponentFactoryResolver to get a factory, then ViewContainerRef.createComponent to instantiate it.",https://angular.io/guide/dynamic-component-loader,https://youtube.com/results?search_query=angular+dynamic+components,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"Which operator is used to concatenate observables sequentially?","mergeMap","switchMap","concatMap","exhaustMap",C,"concatMap maps to inner observable and subscribes sequentially, waiting for each to complete before moving to the next.",https://rxjs.dev/api/operators/concatMap,https://youtube.com/results?search_query=angular+rxjs+concatMap,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `@Host` in dependency injection?","Look in current injector","Look in host element's injector","Look in root injector","Look in module injector",B,"@Host restricts dependency lookup to the host element's injector, preventing it from going further up.",https://angular.io/guide/dependency-injection-in-action#host,https://youtube.com/results?search_query=angular+dependency+injection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you handle a global loading indicator with interceptors?","Show in each component","Use a loading service with counter incremented/decremented in interceptors","Use a resolver","Use a guard",B,"Interceptors can track pending requests with a counter and control a loading service to show/hide a global indicator.",https://angular.io/guide/http-intercept-requests-and-responses,https://youtube.com/results?search_query=angular+http+interceptor+loading,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does `debounceTime` operator do?","Emits immediately then ignores for duration","Waits for specified silence period before emitting","Throttles emissions","Limits number of emissions",B,"debounceTime waits for a specified time of inactivity before emitting the most recent value, ideal for search inputs.",https://rxjs.dev/api/operators/debounceTime,https://youtube.com/results?search_query=angular+rxjs+debounce,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a custom validator for reactive forms?","Create a directive","Create a function returning ValidationErrors or null","Extend AbstractControl","Use Validators.compose",B,"Custom validators are functions that take a control and return either null or a ValidationErrors object.",https://angular.io/guide/form-validation#custom-validators,https://youtube.com/results?search_query=angular+form+validation,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `@ViewChildren`?","Query single view child","Query multiple view children","Query single content child","Query multiple content children",B,"@ViewChildren returns a QueryList of all matching elements or directives within the component's view.",https://angular.io/api/core/ViewChildren,https://youtube.com/results?search_query=angular+viewchildren,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you implement optimistic updates?","Wait for server response","Update UI immediately, revert on error","Use caching","Use local storage",B,"Optimistic updates involve updating the client state immediately, then handling errors by reverting or showing messages.",https://angular.io/guide/http#optimistic-updates,https://youtube.com/results?search_query=angular+http+optimistic,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the difference between CanActivate and CanActivateChild?","CanActivate guards child routes, CanActivateChild guards parent","CanActivate guards route, CanActivateChild guards child routes","They are identical","CanActivateChild is deprecated",B,"CanActivate guards the route itself, while CanActivateChild is applied to child routes, allowing protection of children separately.",https://angular.io/api/router/CanActivateChild,https://youtube.com/results?search_query=angular+route+guards,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a template reference variable?","Using {{var}}","Using #var or ref-var","Using *var","Using @var",B,"Template reference variables are created with #var or ref-var and refer to DOM elements, directives, or components.",https://angular.io/guide/template-reference-variables,https://youtube.com/results?search_query=angular+template+variables,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does the `tap` operator do?","Transforms values","Performs side effects without changing the stream","Filters values","Handles errors",B,"tap is used for side effects like logging or debugging; it does not modify the emitted values.",https://rxjs.dev/api/operators/tap,https://youtube.com/results?search_query=angular+rxjs+tap,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you group multiple route guards?","Use logical operators","Provide an array of guards in route config","Create composite guard","Chain in component",B,"You can pass an array of guard classes to properties like canActivate; all must return true for navigation.",https://angular.io/guide/router#milestone-5-route-guards,https://youtube.com/results?search_query=angular+route+guards,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `ElementRef`?","Safe DOM manipulation","Direct access to native DOM element","Creating elements","Rendering templates",B,"ElementRef provides direct access to the native DOM element, but should be used carefully, often preferring Renderer2.",https://angular.io/api/core/ElementRef,https://youtube.com/results?search_query=angular+elementref,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you implement server-side rendering?","Using @angular/platform-server (Angular Universal)","Using @angular/ssr","Configuring CLI","Using third-party library",A,"Angular Universal via @angular/platform-server enables server-side rendering for Angular applications.",https://angular.io/guide/universal,https://youtube.com/results?search_query=angular+universal,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does `withLatestFrom` operator do?","Combines multiple observables, emitting when any emits","Emits when source emits, with latest from other","Combines and waits for all","Emits array of values",B,"withLatestFrom combines the source observable with another, emitting when the source emits with the latest value from the other.",https://rxjs.dev/api/operators/withLatestFrom,https://youtube.com/results?search_query=angular+rxjs+operators,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a dynamic form with variable controls?","Using FormGroup only","Using FormArray in reactive forms","Using template-driven forms","Using ngFor with ngModel",B,"FormArray allows managing a collection of FormControl or FormGroup instances dynamically for variable-length forms.",https://angular.io/guide/reactive-forms#dynamic-controls-using-form-arrays,https://youtube.com/results?search_query=angular+dynamic+forms,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `@Inject`?","To inject a service","To specify a custom token for DI","To mark as optional","To create a provider",B,"@Inject is used when injecting a value associated with a custom token like InjectionToken.",https://angular.io/guide/dependency-injection-in-action#inject,https://youtube.com/results?search_query=angular+dependency+injection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you animate list items on add/remove?","Using *ngIf","Using :enter and :leave transitions","Using CSS classes","Using ngFor trackBy",B,"Angular animations provide :enter (for added elements) and :leave (for removed) transitions to animate lists.",https://angular.io/guide/transition-and-triggers#enter-and-leave-transitions,https://youtube.com/results?search_query=angular+animations+list,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the role of `TransferState`?","Transfer data between components","Transfer server state to client in SSR","Manage state in NgRx","Handle routing state",B,"TransferState serializes data from server to client in SSR, preventing duplicate HTTP calls.",https://angular.io/api/platform-browser/TransferState,https://youtube.com/results?search_query=angular+ssr+transferstate,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a custom preloading strategy?","Use PreloadAllModules","Implement PreloadingStrategy with preload method","Set preload in routes","Use @Preload decorator",B,"A custom preloading strategy implements PreloadingStrategy and its preload method to decide which modules to preload.",https://angular.io/guide/router#custom-preloading-strategy,https://youtube.com/results?search_query=angular+preloading,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What does `exhaustMap` operator do?","Cancels previous inner observable","Ignores new emissions while current inner is executing","Merges inner observables","Concatenates sequentially",B,"exhaustMap ignores subsequent emissions until the current inner observable completes, useful for login clicks.",https://rxjs.dev/api/operators/exhaustMap,https://youtube.com/results?search_query=angular+rxjs+exhaustMap,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you test a component with ViewChild?","Cannot test","Use ComponentFixture and access component instance","Use only integration tests","Use async/await",B,"You can test components with ViewChild by accessing the child component via the component instance in the test.",https://angular.io/guide/testing-components-scenarios#component-with-a-dependency,https://youtube.com/results?search_query=angular+testing,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `@Attribute`?","To bind to an attribute","To inject static attribute value from host","To create new attribute","To access element properties",B,"@Attribute injects the value of a static attribute from the host element into the directive's constructor.",https://angular.io/guide/dependency-injection-in-action#attribute,https://youtube.com/results?search_query=angular+directives,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you use `forkJoin` for parallel requests?","Pass observables, emits when any emit","Pass observables, emits when all complete","Pass observables, emits sequentially","Pass observables, emits first",B,"forkJoin waits for all provided observables to complete, then emits the last values from each.",https://rxjs.dev/api/index/function/forkJoin,https://youtube.com/results?search_query=angular+rxjs+forkJoin,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `detectChanges`?","Mark component for check","Run change detection immediately","Detach from change detection","Reattach to change detection",B,"detectChanges runs change detection immediately for the component and its children, useful in tests.",https://angular.io/api/core/ChangeDetectorRef#detectchanges,https://youtube.com/results?search_query=angular+change+detection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a route guard that redirects?","Return false","Return UrlTree from guard","Use navigate in component","Use resolver",B,"A guard can return a UrlTree to redirect to another route instead of navigating to the requested one.",https://angular.io/api/router/CanActivate#example,https://youtube.com/results?search_query=angular+route+guards,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is `InjectionToken` used for?","Inject classes only","Create token for non-class dependencies","Create providers","Mark injectables",B,"InjectionToken creates a token for dependencies that are not classes, like interfaces or objects.",https://angular.io/guide/dependency-injection-in-action#injection-token,https://youtube.com/results?search_query=angular+dependency+injection,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a reusable animation?","Define in each component","Use animation() and useAnimation()","Use only CSS","Use @Component metadata",B,"Reusable animations are created with animation() and then used with useAnimation() in components.",https://angular.io/guide/reusable-animations,https://youtube.com/results?search_query=angular+reusable+animations,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the role of `PlatformRef`?","Create components","Bootstrap applications and manage platform","Handle HTTP","Manage routing",B,"PlatformRef represents the platform and is used to bootstrap modules and destroy the platform.",https://angular.io/api/core/PlatformRef,https://youtube.com/results?search_query=angular+platform,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create a multi-provider?","Set multi: false","Set multi: true in provider","Use array of providers","Use @Multi decorator",B,"Setting multi: true allows providing multiple values for the same token, used for interceptors and validators.",https://angular.io/guide/multi-providers,https://youtube.com/results?search_query=angular+multi+providers,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"What is the purpose of `ng-container`?","Create new DOM element","Group elements without adding extra DOM","Define templates","Project content",B,"ng-container groups elements for structural directives without introducing an extra element in the DOM.",https://angular.io/guide/structural-directives#grouping-with-ng-container,https://youtube.com/results?search_query=angular+ng-container,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
angular,intermediate,"How do you create an async validator?","Return boolean","Return Observable<ValidationErrors>","Use setTimeout","Use Promise.resolve",B,"Async validators return an observable or promise that emits validation errors or null.",https://angular.io/guide/form-validation#async-validation,https://youtube.com/results?search_query=angular+async+validation,https://youtube.com/results?search_query=angular+hindi,https://youtube.com/results?search_query=angular+kannada,https://youtube.com/results?search_query=angular+tamil,https://youtube.com/results?search_query=angular+telugu
