skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Unity,Basic,What is a Sprite?,2D,Sprite,2D Image,A Sprite is a 2D graphic object. In Unity's 2D system,Sprites are the basic visual building blocks used for characters,"items, backgrounds",etc.,https://docs.unity3d.com/Manual/Sprites.html,https://youtube.com/results?search_query=unity+sprite,https://youtube.com/results?search_query=unity+sprite+hindi,https://youtube.com/results?search_query=unity+sprite+kannada,https://youtube.com/results?search_query=unity+sprite+tamil,https://youtube.com/results?search_query=unity+sprite+telugu
Unity,Basic,What is an Animation?,Animation,Animation,Keyframes,An Animation is a sequence of keyframes that define how properties (position,rotation,scale,etc.) change over time. Unity's Animation system allows you to create and control animations.,https://docs.unity3d.com/Manual/AnimationOverview.html,https://youtube.com/results?search_query=unity+animation,https://youtube.com/results?search_query=unity+animation+hindi,https://youtube.com/results?search_query=unity+animation+kannada,https://youtube.com/results?search_query=unity+animation+tamil,https://youtube.com/results?search_query=unity+animation+telugu
Unity,Basic,What is an Animator Controller?,Animation,Animator Controller,State Machine,An Animator Controller is an asset that controls animation through a state machine. It contains Animation Clips,states,parameters,and transitions.,https://docs.unity3d.com/Manual/AnimatorControllers.html,https://youtube.com/results?search_query=unity+animator+controller,https://youtube.com/results?search_query=unity+animator+controller+hindi,https://youtube.com/results?search_query=unity+animator+controller+kannada,https://youtube.com/results?search_query=unity+animator+controller+tamil,https://youtube.com/results?search_query=unity+animator+controller+telugu
Unity,Basic,What is a Layer?,Core Concepts,Layer,Group,A Layer is used to organize GameObjects into groups for selective rendering,collision detection,or Raycasting. For example,you can make certain objects not collide with others by putting them on different layers.,https://docs.unity3d.com/Manual/Layers.html,https://youtube.com/results?search_query=unity+layer,https://youtube.com/results?search_query=unity+layer+hindi,https://youtube.com/results?search_query=unity+layer+kannada,https://youtube.com/results?search_query=unity+layer+tamil,https://youtube.com/results?search_query=unity+layer+telugu
Unity,Basic,How do you access a component on another GameObject?,Scripting,GetComponent,Reference,First get a reference to the other GameObject (e.g.,via public variable,"`Find`, or tag)",then use `otherGameObject.GetComponent<T>()`.,https://docs.unity3d.com/ScriptReference/GameObject.GetComponent.html,https://youtube.com/results?search_query=access+component+on+another+gameobject+unity,https://youtube.com/results?search_query=access+component+on+another+gameobject+unity+hindi,https://youtube.com/results?search_query=access+component+on+another+gameobject+unity+kannada,https://youtube.com/results?search_query=access+component+on+another+gameobject+unity+tamil,https://youtube.com/results?search_query=access+component+on+another+gameobject+unity+telugu
Unity,Basic,What is Destroy?,Scripting,Destroy,Remove,`Destroy` is a method to remove a GameObject,component,or asset at runtime. Example: `Destroy(gameObject);` or `Destroy(gameObject,5f);` (after 5 seconds).,https://docs.unity3d.com/ScriptReference/Object.Destroy.html,https://youtube.com/results?search_query=unity+destroy,https://youtube.com/results?search_query=unity+destroy+hindi,https://youtube.com/results?search_query=unity+destroy+kannada,https://youtube.com/results?search_query=unity+destroy+tamil,https://youtube.com/results?search_query=unity+destroy+telugu
Unity,Basic,What is Input.GetAxis?,Scripting,Input,GetAxis,Movement,`Input.GetAxis(Horizontal)` or `Input.GetAxis(Vertical)` returns a float between -1 and 1 representing input from keyboard,joystick,or mouse. Used for smooth movement.,https://docs.unity3d.com/ScriptReference/Input.GetAxis.html,https://youtube.com/results?search_query=unity+input+getaxis,https://youtube.com/results?search_query=unity+input+getaxis+hindi,https://youtube.com/results?search_query=unity+input+getaxis+kannada,https://youtube.com/results?search_query=unity+input+getaxis+tamil,https://youtube.com/results?search_query=unity+input+getaxis+telugu
Unity,Basic,What is a Raycast?,Physics,Raycast,Line Detection,A Raycast shoots an invisible ray from a point in a direction and returns information about the first object it hits. Used for shooting,mouse picking,line of sight,etc.,https://docs.unity3d.com/ScriptReference/Physics.Raycast.html,https://youtube.com/results?search_query=unity+raycast,https://youtube.com/results?search_query=unity+raycast+hindi,https://youtube.com/results?search_query=unity+raycast+kannada,https://youtube.com/results?search_query=unity+raycast+tamil,https://youtube.com/results?search_query=unity+raycast+telugu
Unity,Basic,What is a Coroutine?,Scripting,Coroutine,Yield,Wait,A Coroutine is a function that can pause its execution (`yield`) and resume later. Used for spreading tasks over several frames,delays,or waiting for events.,https://docs.unity3d.com/Manual/Coroutines.html,https://youtube.com/results?search_query=unity+coroutine,https://youtube.com/results?search_query=unity+coroutine+hindi,https://youtube.com/results?search_query=unity+coroutine+kannada,https://youtube.com/results?search_query=unity+coroutine+tamil,https://youtube.com/results?search_query=unity+coroutine+telugu
Unity,Basic,What is a UI Canvas?,UI,Canvas,Interface,A Canvas is the area where all UI elements (buttons,text,images) are drawn. It's a GameObject with a Canvas component,typically set to Screen Space - Overlay.,https://docs.unity3d.com/Manual/UICanvas.html,https://youtube.com/results?search_query=unity+ui+canvas,https://youtube.com/results?search_query=unity+ui+canvas+hindi,https://youtube.com/results?search_query=unity+ui+canvas+kannada,https://youtube.com/results?search_query=unity+ui+canvas+tamil,https://youtube.com/results?search_query=unity+ui+canvas+telugu
Unity,Basic,What is a UI Image?,UI,Image,Sprite,UI Image displays a Sprite as a 2D graphic on the UI Canvas. Used for icons,panels,backgrounds,etc.,https://docs.unity3d.com/Manual/script-Image.html,https://youtube.com/results?search_query=unity+ui+image,https://youtube.com/results?search_query=unity+ui+image+hindi,https://youtube.com/results?search_query=unity+ui+image+kannada,https://youtube.com/results?search_query=unity+ui+image+tamil,https://youtube.com/results?search_query=unity+ui+image+telugu
Unity,Basic,What is a Particle System?,Effects,Particle System,Visual Effect,A Particle System simulates and renders many small images or meshes (particles) to create effects like fire,smoke,"sparks, magic",etc.,https://docs.unity3d.com/Manual/ParticleSystems.html,https://youtube.com/results?search_query=unity+particle+system,https://youtube.com/results?search_query=unity+particle+system+hindi,https://youtube.com/results?search_query=unity+particle+system+kannada,https://youtube.com/results?search_query=unity+particle+system+tamil,https://youtube.com/results?search_query=unity+particle+system+telugu
Unity,Basic,What is the purpose of the Unity Console window?,Interface,Console,Log,The Console window displays messages,warnings,and errors from `Debug.Log`,as well as compilation errors and other system messages.,https://docs.unity3d.com/Manual/Console.html,https://youtube.com/results?search_query=unity+console+window,https://youtube.com/results?search_query=unity+console+window+hindi,https://youtube.com/results?search_query=unity+console+window+kannada,https://youtube.com/results?search_query=unity+console+window+tamil,https://youtube.com/results?search_query=unity+console+window+telugu
Unity,Basic,What is a Build?,Deployment,Build,Executable,A Build is the process of compiling your Unity project into an executable game for a specific platform (e.g.,Windows,Android,iOS).,https://docs.unity3d.com/Manual/BuildSettings.html,https://youtube.com/results?search_query=unity+build,https://youtube.com/results?search_query=unity+build+hindi,https://youtube.com/results?search_query=unity+build+kannada,https://youtube.com/results?search_query=unity+build+tamil,https://youtube.com/results?search_query=unity+build+telugu
Unity,Basic,What is the Player Settings?,Deployment,Player Settings,Configuration,Player Settings (Edit -> Project Settings -> Player) define global settings for your game like product name,icon,"resolution, splash screen",and platform-specific options.,https://docs.unity3d.com/Manual/class-PlayerSettings.html,https://youtube.com/results?search_query=unity+player+settings,https://youtube.com/results?search_query=unity+player+settings+hindi,https://youtube.com/results?search_query=unity+player+settings+kannada,https://youtube.com/results?search_query=unity+player+settings+tamil,https://youtube.com/results?search_query=unity+player+settings+telugu
Unity,Basic,What is a Package Manager?,Tools,Package Manager,Extensions,The Package Manager (Window -> Package Manager) allows you to install,update,"and remove official and third-party packages (like tools, assets",and services) for your project.,https://docs.unity3d.com/Manual/Packages.html,https://youtube.com/results?search_query=unity+package+manager,https://youtube.com/results?search_query=unity+package+manager+hindi,https://youtube.com/results?search_query=unity+package+manager+kannada,https://youtube.com/results?search_query=unity+package+manager+tamil,https://youtube.com/results?search_query=unity+package+manager+telugu
Unity,Basic,What is the Asset Store?,Ecosystem,Asset Store,Marketplace,The Asset Store (Window -> Asset Store) is Unity's online marketplace where you can find and purchase assets (models,scripts,sounds,tools) created by other developers.,https://assetstore.unity.com/,https://youtube.com/results?search_query=unity+asset+store,https://youtube.com/results?search_query=unity+asset+store+hindi,https://youtube.com/results?search_query=unity+asset+store+kannada,https://youtube.com/results?search_query=unity+asset+store+tamil,https://youtube.com/results?search_query=unity+asset+store+telugu
Unity,Basic,What is a Terrain?,Environment,Terrain,Landscape,Terrain is a built-in tool for creating large outdoor landscapes (mountains,valleys,"etc.) with painting tools for height, textures, trees",and grass.,https://docs.unity3d.com/Manual/terrain-UsingTerrains.html,https://youtube.com/results?search_query=unity+terrain,https://youtube.com/results?search_query=unity+terrain+hindi,https://youtube.com/results?search_query=unity+terrain+kannada,https://youtube.com/results?search_query=unity+terrain+tamil,https://youtube.com/results?search_query=unity+terrain+telugu
Unity,Basic,What is the purpose of `InvokeRepeating()`?,Scripting,InvokeRepeating,Repeat,`InvokeRepeating(MethodName,time,repeatRate)` calls the method MethodName after `time` seconds,then repeatedly every `repeatRate` seconds.,https://docs.unity3d.com/ScriptReference/MonoBehaviour.InvokeRepeating.html,https://youtube.com/results?search_query=unity+invokerepeating,https://youtube.com/results?search_query=unity+invokerepeating+hindi,https://youtube.com/results?search_query=unity+invokerepeating+kannada,https://youtube.com/results?search_query=unity+invokerepeating+tamil,https://youtube.com/results?search_query=unity+invokerepeating+telugu
Unity,Basic,What is the purpose of `Mathf.Lerp()`?,Scripting,Mathf,Lerp,Interpolation,`Mathf.Lerp(a,b,t)` linearly interpolates between `a` and `b` by `t` (where t is clamped between 0 and 1). Used for smooth transitions.,https://docs.unity3d.com/ScriptReference/Mathf.Lerp.html,https://youtube.com/results?search_query=unity+mathf+lerp,https://youtube.com/results?search_query=unity+mathf+lerp+hindi,https://youtube.com/results?search_query=unity+mathf+lerp+kannada,https://youtube.com/results?search_query=unity+mathf+lerp+tamil,https://youtube.com/results?search_query=unity+mathf+lerp+telugu
Unity,Basic,What is the purpose of `Mathf.Clamp()`?,Scripting,Mathf,Clamp,Limit,`Mathf.Clamp(value,"min, max)` restricts a value to be within the specified min and max range. Example: `health = Mathf.Clamp(health, 0",100);`,https://docs.unity3d.com/ScriptReference/Mathf.Clamp.html,https://youtube.com/results?search_query=unity+mathf+clamp,https://youtube.com/results?search_query=unity+mathf+clamp+hindi,https://youtube.com/results?search_query=unity+mathf+clamp+kannada,https://youtube.com/results?search_query=unity+mathf+clamp+tamil,https://youtube.com/results?search_query=unity+mathf+clamp+telugu
Unity,Basic,What is the most important concept in Unity for beginners?,Introduction,Fundamental,GameObject,Component,Understanding that everything in Unity is a GameObject,and GameObjects get their functionality from Components,is the most fundamental concept for Unity beginners.,https://docs.unity3d.com/Manual/GameObjects.html,https://youtube.com/results?search_query=unity+for+beginners,https://youtube.com/results?search_query=unity+for+beginners+hindi,https://youtube.com/results?search_query=unity+for+beginners+kannada,https://youtube.com/results?search_query=unity+for+beginners+tamil,https://youtube.com/results?search_query=unity+for+beginners+telugu
